candidate_id,part3_page,part3_source_y,part3_name,disposal_consideration,part3_row_rank,candidate_rank,candidate_source,candidate_page,candidate_row_id,candidate_cusip,candidate_name,overlap_tokens,coverage_score,jaccard_score,candidate_status,boundary
CFAASBANC-0140,5833,187.5,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"1,272",36,2,part1,5819,CFAASBACP-0221,,Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0141,5833,187.5,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"1,272",36,3,part1,5819,CFAASBACP-0222,,Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0142,5833,187.5,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"1,272",36,4,part2,5827,CFAASBACP2-0094,,Cooperatieve Rabobank UA Junior Subordinated Perpet. Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0143,5833,187.5,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"1,272",36,5,part2,5827,CFAASBACP2-0095,,Cooperatieve Rabobank UA Junior Subordinated Perpet. Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0144,5833,201.2,Credit Agricole SA Junior Subordinated .........FRA........ Perpet.,"6,133,047",37,1,part1,5819,CFAASBACP-0223,,Credit Agricole SA CREDIT AGRICOLE SA Perpet.,agricole;credit,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0145,5833,201.2,Credit Agricole SA Junior Subordinated .........FRA........ Perpet.,"6,133,047",37,2,part1,5819,CFAASBACP-0224,F2276J-PP-4,Credit Agricole SA Junior Subordinated Perpet.,agricole;credit,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0146,5833,201.2,Credit Agricole SA Junior Subordinated .........FRA........ Perpet.,"6,133,047",37,3,part1,5819,CFAASBACP-0225,225313-AR-6,Credit Agricole SA Junior Subordinated Perpet.,agricole;credit,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0147,5833,201.2,Credit Agricole SA Junior Subordinated .........FRA........ Perpet.,"6,133,047",37,4,part2,5828,CFAASBACP2-0097,,Credit Agricole SA Junior Subordinated Perpet.,agricole;credit,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0148,5833,201.2,Credit Agricole SA Junior Subordinated .........FRA........ Perpet.,"6,133,047",37,5,part2,5828,CFAASBACP2-0098,225313-AR-6,Credit Agricole SA Junior Subordinated Perpet. Credit Agricole SA Junior Subordinated Perpet.,agricole;credit,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0149,5833,228.5,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"12,464,704",38,1,part1,5819,CFAASBACP-0226,,Danske Bank A/S Junior Subordinated Perpet.,bank;danske,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0150,5833,228.5,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"12,464,704",38,2,part1,5819,CFAASBACP-0227,,Danske Bank A/S Junior Subordinated Perpet.,bank;danske,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0151,5833,228.5,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"12,464,704",38,3,part2,5828,CFAASBACP2-0100,,Danske Bank A/S Junior Subordinated Perpet. Danske Bank A/S Junior Subordinated Perpet.,bank;danske,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0152,5833,228.5,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"12,464,704",38,4,part2,5828,CFAASBACP2-0101,,Danske Bank A/S Junior Subordinated Perpet. Deutsche Bank AG Junior Subordinated Perpet.,bank;danske,0.6667,0.5000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0153,5833,228.5,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"12,464,704",38,5,part2,5828,CFAASBACP2-0099,,Credit Agricole SA Junior Subordinated Perpet. Danske Bank A/S Junior Subordinated Perpet.,bank;danske,0.6667,0.4000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0154,5833,242.2,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"4,504,973",39,1,part1,5819,CFAASBACP-0226,,Danske Bank A/S Junior Subordinated Perpet.,bank;danske,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0155,5833,242.2,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"4,504,973",39,2,part1,5819,CFAASBACP-0227,,Danske Bank A/S Junior Subordinated Perpet.,bank;danske,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0156,5833,242.2,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"4,504,973",39,3,part2,5828,CFAASBACP2-0100,,Danske Bank A/S Junior Subordinated Perpet. Danske Bank A/S Junior Subordinated Perpet.,bank;danske,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0157,5833,242.2,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"4,504,973",39,4,part2,5828,CFAASBACP2-0101,,Danske Bank A/S Junior Subordinated Perpet. Deutsche Bank AG Junior Subordinated Perpet.,bank;danske,0.6667,0.5000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0158,5833,242.2,Danske Bank A/S Junior Subordinated .........DNK........ Perpet.,"4,504,973",39,5,part2,5828,CFAASBACP2-0099,,Credit Agricole SA Junior Subordinated Perpet. Danske Bank A/S Junior Subordinated Perpet.,bank;danske,0.6667,0.4000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0159,5833,255.9,Deutsche Bank AG Junior Subordinated .........DEU........ Perpet.,"321,575",40,1,part1,5819,CFAASBACP-0228,BS4777-87-3,Deutsche Bank AG Junior Subordinated Perpet.,bank;deutsche,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0160,5833,255.9,Deutsche Bank AG Junior Subordinated .........DEU........ Perpet.,"321,575",40,2,part1,5819,CFAASBACP-0229,,Deutsche Bank AG Junior Subordinated Perpet.,bank;deutsche,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0161,5833,255.9,Deutsche Bank AG Junior Subordinated .........DEU........ Perpet.,"321,575",40,3,part2,5828,CFAASBACP2-0102,,Deutsche Bank AG Junior Subordinated Perpet. Deutsche Bank AG Junior Subordinated Perpet.,bank;deutsche,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0162,5833,255.9,Deutsche Bank AG Junior Subordinated .........DEU........ Perpet.,"321,575",40,4,part2,5828,CFAASBACP2-0101,,Danske Bank A/S Junior Subordinated Perpet. Deutsche Bank AG Junior Subordinated Perpet.,bank;deutsche,0.6667,0.5000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0163,5833,255.9,Deutsche Bank AG Junior Subordinated .........DEU........ Perpet.,"321,575",40,5,part2,5828,CFAASBACP2-0103,,Deutsche Bank AG Junior Subordinated Perpet. DNB Bank ASA Junior Subordinated Perpet.,bank;deutsche,0.6667,0.4000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0164,5833,269.6,DNB Bank ASA Junior Subordinated .........NOR........ Perpet.,"16,227,829",41,1,part1,5819,CFAASBACP-0230,,DNB Bank ASA Junior Subordinated Perpet.,asa;bank;dnb,1.0000,0.7500,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0165,5833,269.6,DNB Bank ASA Junior Subordinated .........NOR........ Perpet.,"16,227,829",41,2,part2,5828,CFAASBACP2-0103,,Deutsche Bank AG Junior Subordinated Perpet. DNB Bank ASA Junior Subordinated Perpet.,asa;bank;dnb,0.7500,0.6000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0166,5833,269.6,DNB Bank ASA Junior Subordinated .........NOR........ Perpet.,"16,227,829",41,3,part2,5828,CFAASBACP2-0104,404280-BP-3,DNB Bank ASA Junior Subordinated Perpet. HSBC Holdings PLC,asa;bank;dnb,0.7500,0.4286,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0167,5833,326.7,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"78,693",42,1,part1,5819,CFAASBACP-0231,456837-AR-4,ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0168,5833,326.7,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"78,693",42,2,part1,5819,CFAASBACP-0232,456837-BT-9,ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0169,5833,326.7,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"78,693",42,3,part1,5819,CFAASBACP-0233,,ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0170,5833,326.7,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"78,693",42,4,part1,5819,CFAASBACP-0234,,ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0171,5833,326.7,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"78,693",42,5,part2,5828,CFAASBACP2-0106,456837-AR-4,ING Groep NV ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0172,5833,340.4,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"437,805",43,1,part1,5819,CFAASBACP-0231,456837-AR-4,ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0173,5833,340.4,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"437,805",43,2,part1,5819,CFAASBACP-0232,456837-BT-9,ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0174,5833,340.4,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"437,805",43,3,part1,5819,CFAASBACP-0233,,ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0175,5833,340.4,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"437,805",43,4,part1,5819,CFAASBACP-0234,,ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0176,5833,340.4,ING Groep NV Junior Subordinated .........NLD........ Perpet.,"437,805",43,5,part2,5828,CFAASBACP2-0106,456837-AR-4,ING Groep NV ING Groep NV Junior Subordinated Perpet.,groep;ing,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0177,5833,354.0,Legal & General Group PLC Junior Subordinated .........GBR........ Perpet.,"10,739,037",44,1,part1,5819,CFAASBACP-0235,G54404-AU-5,Legal & General Group PLC Junior Subordinated Perpet.,general;group;legal;plc,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0178,5833,354.0,Legal & General Group PLC Junior Subordinated .........GBR........ Perpet.,"10,739,037",44,2,part2,5828,CFAASBACP2-0110,,ING Groep NV Junior Subordinated Perpet. Legal & General Group PLC Junior Subordinated Perpet.,general;group;legal;plc,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0179,5833,354.0,Legal & General Group PLC Junior Subordinated .........GBR........ Perpet.,"10,739,037",44,3,part2,5828,CFAASBACP2-0111,539439-AU-3,Legal & General Group PLC Junior Subordinated Perpet. Lloyds Banking Group PLC Junior Subordinated Perpet.,general;group;legal;plc,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0180,5833,354.0,Legal & General Group PLC Junior Subordinated .........GBR........ Perpet.,"10,739,037",44,4,part1,5818,CFAASBACP-0199,,AIB Group PLC AIB GROUP PLC Perpetual Perpet.,group;plc,0.6667,0.4000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0181,5833,354.0,Legal & General Group PLC Junior Subordinated .........GBR........ Perpet.,"10,739,037",44,5,part1,5820,CFAASBACP-0242,639057-AT-5,NatWest Group PLC Junior Subordinated Perpet.,group;plc,0.6667,0.4000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0182,5833,408.8,Lloyds Banking Group PLC Junior Subordinated .........GBR........ Perpet.,"148,000",45,1,part1,5819,CFAASBACP-0236,539439-BF-5,Lloyds Banking Group PLC Junior Subordinated Perpet.,banking;group;lloyds;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0183,5833,408.8,Lloyds Banking Group PLC Junior Subordinated .........GBR........ Perpet.,"148,000",45,2,part1,5819,CFAASBACP-0237,,Lloyds Banking Group PLC Junior Subordinated Perpet.,banking;group;lloyds;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0184,5833,408.8,Lloyds Banking Group PLC Junior Subordinated .........GBR........ Perpet.,"148,000",45,3,part1,5820,CFAASBACP-0238,53944Y-AV-5,Lloyds Banking Group PLC Junior Subordinated Perpet.,banking;group;lloyds;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0185,5833,408.8,Lloyds Banking Group PLC Junior Subordinated .........GBR........ Perpet.,"148,000",45,4,part1,5820,CFAASBACP-0239,,Lloyds Banking Group PLC Junior Subordinated Perpet.,banking;group;lloyds;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0186,5833,408.8,Lloyds Banking Group PLC Junior Subordinated .........GBR........ Perpet.,"148,000",45,5,part1,5820,CFAASBACP-0240,53944Y-BB-8,Lloyds Banking Group PLC LLOYDS BANKING GROUP PLC Perpet.,banking;group;lloyds;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0187,5833,506.9,Nordea Bank Abp Junior Subordinated .........FIN........ Perpet.,"33,537,121",48,1,part1,5820,CFAASBACP-0246,65559C-AA-9,Nordea Bank Abp Jr Subordinated Perpet.,abp;bank;nordea,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0188,5833,506.9,Nordea Bank Abp Junior Subordinated .........FIN........ Perpet.,"33,537,121",48,2,part1,5820,CFAASBACP-0247,65558R-AK-5,Nordea Bank Abp Junior Subordinated Perpet.,abp;bank;nordea,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0189,5833,506.9,Nordea Bank Abp Junior Subordinated .........FIN........ Perpet.,"33,537,121",48,3,part1,5820,CFAASBACP-0248,,Nordea Bank Abp Junior Subordinated Perpet.,abp;bank;nordea,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0190,5833,506.9,Nordea Bank Abp Junior Subordinated .........FIN........ Perpet.,"33,537,121",48,4,part2,5828,CFAASBACP2-0123,65559C-AA-9,Nordea Bank Abp Nordea Bank Abp Jr Subordinated Perpet.,abp;bank;nordea,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0191,5833,506.9,Nordea Bank Abp Junior Subordinated .........FIN........ Perpet.,"33,537,121",48,5,part2,5828,CFAASBACP2-0124,65558R-AK-5,Nordea Bank Abp Jr Subordinated Perpet. Nordea Bank Abp Junior Subordinated Perpet.,abp;bank;nordea,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0192,5833,520.6,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"19,123,685",49,1,part1,5820,CFAASBACP-0249,G7091M-AA-7,Phoenix Group Holdings PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0193,5833,520.6,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"19,123,685",49,2,part1,5820,CFAASBACP-0250,,Phoenix Group Holdings PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0194,5833,520.6,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"19,123,685",49,3,part2,5828,CFAASBACP2-0127,,Phoenix Group Holdings PLC Junior Subordinated Perpet. Phoenix Group Holdings PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0195,5833,520.6,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"19,123,685",49,4,part2,5828,CFAASBACP2-0128,,Phoenix Group Holdings PLC Junior Subordinated Perpet. Rothesay Life PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0196,5833,520.6,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"19,123,685",49,5,part2,5828,CFAASBACP2-0126,,Nordea Bank Abp Junior Subordinated Perpet. Phoenix Group Holdings PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,0.5714,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0197,5833,534.3,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"6,279,298",50,1,part1,5820,CFAASBACP-0249,G7091M-AA-7,Phoenix Group Holdings PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0198,5833,534.3,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"6,279,298",50,2,part1,5820,CFAASBACP-0250,,Phoenix Group Holdings PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0199,5833,534.3,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"6,279,298",50,3,part2,5828,CFAASBACP2-0127,,Phoenix Group Holdings PLC Junior Subordinated Perpet. Phoenix Group Holdings PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0200,5833,534.3,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"6,279,298",50,4,part2,5828,CFAASBACP2-0128,,Phoenix Group Holdings PLC Junior Subordinated Perpet. Rothesay Life PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0201,5833,534.3,Phoenix Group Holdings PLC Junior .........GBR........ Subordinated Perpet.,"6,279,298",50,5,part2,5828,CFAASBACP2-0126,,Nordea Bank Abp Junior Subordinated Perpet. Phoenix Group Holdings PLC Junior Subordinated Perpet.,group;holdings;phoenix;plc,1.0000,0.5714,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0202,5834,228.5,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"19,197,507",51,1,part1,5820,CFAASBACP-0256,,Skandinaviska Enskilda Banken Jr Subordinated Perpet.,banken;enskilda;skandinaviska,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0203,5834,228.5,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"19,197,507",51,2,part1,5820,CFAASBACP-0257,BW9249-93-7,Skandinaviska Enskilda Banken Jr Subordinated Perpet.,banken;enskilda;skandinaviska,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0204,5834,228.5,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"19,197,507",51,3,part2,5828,CFAASBACP2-0134,,Skandinaviska Enskilda Banken Jr Subordinated Perpet. Skandinaviska Enskilda Banken Jr Subordinated Perpet.,banken;enskilda;skandinaviska,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0205,5834,228.5,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"19,197,507",51,4,part2,5828,CFAASBACP2-0135,,Skandinaviska Enskilda Banken Jr Subordinated Perpet. Swedbank AB,banken;enskilda;skandinaviska,0.7500,0.6000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0206,5834,228.5,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"19,197,507",51,5,part2,5828,CFAASBACP2-0133,,Royal Bank of Canada Junior Subordinated Skandinaviska Enskilda Banken Jr Subordinated Perpet.,banken;enskilda;skandinaviska,0.7500,0.4286,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0207,5834,242.2,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"12,635,224",52,1,part1,5820,CFAASBACP-0256,,Skandinaviska Enskilda Banken Jr Subordinated Perpet.,banken;enskilda;skandinaviska,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0208,5834,242.2,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"12,635,224",52,2,part1,5820,CFAASBACP-0257,BW9249-93-7,Skandinaviska Enskilda Banken Jr Subordinated Perpet.,banken;enskilda;skandinaviska,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0209,5834,242.2,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"12,635,224",52,3,part2,5828,CFAASBACP2-0134,,Skandinaviska Enskilda Banken Jr Subordinated Perpet. Skandinaviska Enskilda Banken Jr Subordinated Perpet.,banken;enskilda;skandinaviska,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0210,5834,242.2,Skandinaviska Enskilda Banken Jr .........SWE........ Subordinated Perpet.,"12,635,224",52,4,part2,5828,CFAASBACP2-0135,,Skandinaviska Enskilda Banken Jr Subordinated Perpet. Swedbank AB,banken;enskilda;skandinaviska,0.7500,0.6000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
