parser_row_id,schedule,population,page,cusip_or_identifier,name_and_raw_terms,naic_designation_detected,asset_type_guess,first_numeric_values,current_status,proof_use,boundary
CFAASBAFR-00199,Schedule BA Part 2,current-year-acquisitions-additions,5826,12592T-AQ-8,"COMM 2015-3BP Mortgage Trust ........................................................................ Chicago ........................................... ......... IL......... Purchase ....................................................................................... ....01/31/2025 ... ....... ....... .................60,861,899 .............................. .............................. .................0.000",,structured-credit-or-real-estate,"60,861,899",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00200,Schedule BA Part 2,current-year-acquisitions-additions,5826,03765#-AA-3,"Apollo Total Return Fund - Inv ..................................................................... Wilmington ....................................... ......... DE......... Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... ................180,064,552 .............................. .............................. .................0.000 ....................... Motive Capital Fund II-B, LP ........................................................................ Wilmington ....................................... ......... DE......... Motive Capital Fund II GP ................................................................. ....12/27/2022 ... ....... ....... .............................. .....................684,243 .............................. .................1.327",,fund-partnership-or-private-asset,"180,064,552; 684,243",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00201,Schedule BA Part 2,current-year-acquisitions-additions,5826,256141-AB-8,"Doctors Co An Interinsurance E Subordinated 4.500% 01/18/32 .............................. Napa ............................................... ......... CA......... Wells Fargo ................................................................................... ....01/12/2022 ... ....... ....... .............................. .................20,557,952 .............................. .................0.000",,addition-or-acquisition,"20,557,952",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00202,Schedule BA Part 2,current-year-acquisitions-additions,5826,29226R-AA-5,"Employers Mutual Casualty Co SUB 5.750% 08/20/39 ............................................ Des Moines ....................................... ......... IA......... ................................................................................................. ....05/17/2023 ... ....... ....... .............................. .................. 6,560,283 .............................. .................0.000",,addition-or-acquisition,"6,560,283",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00203,Schedule BA Part 2,current-year-acquisitions-additions,5826,30958Q-AA-9,"Farmers Exchange Capital III Subordinated 5.454% 10/15/54 ................................ Los Angeles ...................................... ......... CA......... ................................................................................................. ....08/30/2016 ... ....... ....... .............................. .................. 7,495,560 .............................. .................0.000",,addition-or-acquisition,"7,495,560",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00204,Schedule BA Part 2,current-year-acquisitions-additions,5826,309601-AE-2,"Farmers Insurance Exchange Subordinated 4.747% 11/01/57 ................................... Los Angeles ...................................... ......... CA......... ................................................................................................. ....10/10/2017 ... ....... ....... .............................. ..................4,000,000 .............................. .................0.000",,addition-or-acquisition,"4,000,000",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00205,Schedule BA Part 2,current-year-acquisitions-additions,5826,401378-AC-8,"Guardian Life Insurance Co of Subordinated 4.850% 01/24/77 ............................... New York .......................................... ......... NY......... ................................................................................................. ....01/17/2017 ... ....... ....... .............................. .................. 4,033,858 .............................. .................0.000",,addition-or-acquisition,"4,033,858",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00206,Schedule BA Part 2,current-year-acquisitions-additions,5826,401378-AB-0,"Guardian Life Insurance Co of Subordinated 4.875% 06/19/64 ............................... New York .......................................... ......... NY......... ................................................................................................. ....01/26/2017 ... ....... ....... .............................. .................. 9,937,809 .............................. .................0.000",,addition-or-acquisition,"9,937,809",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00207,Schedule BA Part 2,current-year-acquisitions-additions,5826,401378-AA-2,"Guardian Life Insurance Co of Subordinated 7.375% 09/30/39 ............................... New York .......................................... ......... NY......... Direct ......................................................................................... ....03/07/2018 ... ....... ....... .............................. .................. 3,857,948 .............................. .................0.000",,addition-or-acquisition,"3,857,948",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00208,Schedule BA Part 2,current-year-acquisitions-additions,5826,575767-AR-9,"Massachusetts Mutual Life Insu Subordinated 3.200 % 12/01/61 ............................. Springfield ...................................... ......... MA......... Credit Suisse ................................................................................ ....11/18/2021 ... ....... ....... .............................. ....................... 7,970 .............................. .................0.000",,addition-or-acquisition,"7,970",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00209,Schedule BA Part 2,current-year-acquisitions-additions,5826,575767-AN-8,"Massachusetts Mutual Life Insu Subordinated 3.729 % 10/15/70 ............................. Springfield ...................................... ......... MA......... ................................................................................................. ....10/10/2019 ... ....... ....... .............................. .................. 1,182,184 .............................. .................0.000",,addition-or-acquisition,"1,182,184",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00210,Schedule BA Part 2,current-year-acquisitions-additions,5826,575767-AK-4,"Massachusetts Mutual Life Insu Subordinated 4.500 % 04/15/65 ............................. Springfield ...................................... ......... MA......... ................................................................................................. ....08/14/2024 ... ....... ....... .............................. ........................2,258 .............................. .................0.000",,addition-or-acquisition,"2,258",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00211,Schedule BA Part 2,current-year-acquisitions-additions,5826,575767-AL-2,"Massachusetts Mutual Life Insu Subordinated 4.900 % 04/01/77 ............................. Springfield ...................................... ......... MA......... ................................................................................................. ....03/20/2017 ... ....... ....... .............................. .................25,773,038 .............................. .................0.000",,addition-or-acquisition,"25,773,038",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00212,Schedule BA Part 2,current-year-acquisitions-additions,5826,575767-AM-0,"Massachusetts Mutual Life Insu SUBORDINATED 5.077 % 02/15/69 ............................. Springfield ...................................... ......... MA......... ................................................................................................. ....03/26/2021 ... ....... ....... .............................. .................22,000,000 .............................. .................0.000 E08",,addition-or-acquisition,"22,000,000",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00213,Schedule BA Part 2,current-year-acquisitions-additions,5827,575767-AT-5,"Massachusetts Mutual Life Insu Subordinated 5.672 % 12/01/52 ............................. Springfield ...................................... ......... MA......... Morgan Stanley ............................................................................... ....09/09/2025 ... ....... ....... .............................. .................36,209,128 .............................. .................0.000",,addition-or-acquisition,"36,209,128",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00214,Schedule BA Part 2,current-year-acquisitions-additions,5827,636792-AB-9,"National Life Insurance Co Subordinated 5.250% 07/19/68 ................................... Springfield ...................................... ......... VT......... Credit Suisse ................................................................................ ....07/10/2018 ... ....... ....... .............................. .................46,841,518 .............................. .................0.000",,addition-or-acquisition,"46,841,518",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00215,Schedule BA Part 2,current-year-acquisitions-additions,5827,64952G-AQ-1,New York Life Insurance Co SUB 4.450% 05/15/69 .............................................. New York .......................................... ......... NY......... ................................................................................................. ....04/01/2019 ... ....... ....... .............................. ..........................274 .............................. .................0.000,,addition-or-acquisition,,full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00216,Schedule BA Part 2,current-year-acquisitions-additions,5827,64952G-AT-5,"New York Life Insurance Co SUBORDINATED 3.750% 05/15/50 ................................... New York .......................................... ......... NY......... ................................................................................................. ....05/27/2020 ... ....... ....... .............................. .................20,253,899 .............................. .................0.000",,addition-or-acquisition,"20,253,899",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00217,Schedule BA Part 2,current-year-acquisitions-additions,5827,64952G-AF-5,"New York Life Insurance Co Subordinated 6.750% 11/15/39 ................................... New York .......................................... ......... NY......... Morgan Stanley ............................................................................... ....03/07/2018 ... ....... ....... .............................. ................. 22,497,943 .............................. .................0.000",,addition-or-acquisition,"22,497,943",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00218,Schedule BA Part 2,current-year-acquisitions-additions,5827,668138-AC-4,"Northwestern Mutual Life Insur Subordinated 3.625% 09/30/59 .............................. Milwaukee ......................................... ......... WI......... Internal Transfer ........................................................................... ....09/12/2019 ... ....... ....... .............................. .................. 2,986,128 .............................. .................0.000",,addition-or-acquisition,"2,986,128",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00219,Schedule BA Part 2,current-year-acquisitions-additions,5827,668138-AA-8,"Northwestern Mutual Life Insur Subordinated 3.850% 09/30/47 .............................. Milwaukee ......................................... ......... WI......... ................................................................................................. ....09/21/2017 ... ....... ....... .............................. .................35,337,054 .............................. .................0.000",,addition-or-acquisition,"35,337,054",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00220,Schedule BA Part 2,current-year-acquisitions-additions,5827,69448F-AA-9,"Pacific Life Insurance Co Subordinated 4.300% 10/24/67 .................................... Newport Beach .................................... ......... CA......... ................................................................................................. ....10/17/2017 ... ....... ....... .............................. .................27,912,034 .............................. .................0.000",,addition-or-acquisition,"27,912,034",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00221,Schedule BA Part 2,current-year-acquisitions-additions,5827,7620ET-AA-7,"RGA Reinsurance Co Sr Subordinated 4.000% 12/13/51 ......................................... Springfield ...................................... ......... MA......... Direct ......................................................................................... ....11/29/2021 ... ....... ....... .............................. .................20,000,000 .............................. .................0.000",,addition-or-acquisition,"20,000,000",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00222,Schedule BA Part 2,current-year-acquisitions-additions,5827,878091-BG-1,"Teachers Insurance & Annuity A SUB 3.300% 05/15/5 0 ......................................... New York .......................................... ......... NY......... Citigroup ...................................................................................... ....05/27/2020 ... ....... ....... .............................. .................. 1,283,634 .............................. .................0.000",,addition-or-acquisition,"1,283,634",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00223,Schedule BA Part 2,current-year-acquisitions-additions,5827,878091-BF-3,"Teachers Insurance & Annuity A Subordinated 4.270% 05/15/47 .............................. New York .......................................... ......... NY......... ................................................................................................. ....05/03/2017 ... ....... ....... .............................. .................49,849,618 .............................. .................0.000",,addition-or-acquisition,"49,849,618",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00224,Schedule BA Part 2,current-year-acquisitions-additions,5827,878091-BC-0,"Teachers Insurance & Annuity A Subordinated 6.850% 12/16/39 ............................. New York .......................................... ......... NY......... ................................................................................................. ....07/08/2016 ... ....... ....... .............................. .................34,486,403 .............................. .................0.000",,addition-or-acquisition,"34,486,403",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00225,Schedule BA Part 2,current-year-acquisitions-additions,5827,95765P-AA-7,"Western And Southern Life Insu Subordinated 5.150% 01/15/49 .............................. Cincinnati ....................................... ..........OH......... J.P. Morgan Sec .............................................................................. ....01/17/2019 ... ....... ....... .............................. ....................... 1,751 .............................. .................0.000",,addition-or-acquisition,"1,751",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00226,Schedule BA Part 2,current-year-acquisitions-additions,5827,92264H-AA-8,"Venerable Insurance and Annuit Subordinated 7.750% 06/29/45 .............................. West Chester ..................................... ......... PA......... ................................................................................................. ....08/28/2025 ... ....... ....... .................42,041,843 .............................. .............................. .................0.000",,addition-or-acquisition,"42,041,843",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00227,Schedule BA Part 2,current-year-acquisitions-additions,5827,YR6758-93-6,"ABN AMRO Bank NV ....................................................................................... .................................................... .........NLD......... Deutsche Bank AG ............................................................................ ....04/09/2025 ... ....... ....... .................. 9,915,201 .................39,744,032 .............................. .................0.000 ....................... ABN AMRO Bank NV Junior Subordinated 5.750% Perpet. ........................................ .................................................... .........NLD......... Deutsche Bank AG ............................................................................ ....07/29/2025 ... ....... ....... .................75,227,807 .............................. .............................. .................0.000 ....................... ABN AMRO Bank NV Junior Subordinated 6.375% Perpet. ........................................ .................................................... .........NLD......... Morgan Stanley & Co International ....................................................... ....05/21/2025 ... ....... ....... .................48,531,698 .............................. .............................. .................0.000 ....................... Achmea BV Junior Subordinated 4.625% Perpet. ...............................................",,addition-or-acquisition,"9,915,201; 39,744,032; 75,227,807; 48,531,698; 6,206,008; 30,571,367; 31,540,465; 41,796,000",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00228,Schedule BA Part 2,current-year-acquisitions-additions,5827,018820-AE-0,"Allianz SE Unsecured 6.550% Perpet. ............................................................ .................................................... .........DEU......... Citigroup ...................................................................................... ....08/19/2025 ... ....... ....... .................90,035,001 .............................. .............................. .................0.000 ....................... ASR Nederland NV Junior Subordinated 6.500% Perpet. ........................................ .................................................... .........NLD......... Bank of America .............................................................................. ....10/17/2025 ... ....... ....... .................12,433,087 .............................. .............................. .................0.000 ....................... ASR Nederland NV Subordinated 4.625% Perpet. ................................................. .................................................... .........NLD......... Goldman Sachs ................................................................................ ....10/08/2025 ... ....... ....... .................. 9,762,142 .............................. .............................. .................0.000",,addition-or-acquisition,"90,035,001; 12,433,087; 9,762,142",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00229,Schedule BA Part 2,current-year-acquisitions-additions,5827,05254H-AA-2,"Australia & New Zealand Bankin Junior Subordinated 6.750% Perpet. ...................... .................................................... .........AUS......... Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... .................25,400,000 .............................. .............................. .................0.000 ....................... Aviva PLC Junior Subordinated 6.875% Perpet. ................................................. .................................................... .........GBR........ Various ........................................................................................ ....01/01/2025 ... ....... ....... .................11,664,023 .................66,649,488 .............................. .................0.000 ....................... Aviva PLC Junior Subordinated 7.750% Perpet. ................................................. .................................................... .........GBR........ Morgan Stanley ............................................................................... ....10/08/2025 ... ....... ....... .................. 6,249,115 .............................. .............................. .................0.000 ....................... AXA SA AXA SA 6.375% Perpet. ..................................................................... .",,transferred-or-debt-style-asset,"25,400,000; 11,664,023; 66,649,488; 6,249,115; 52,578,691; 14,057,091; 39,808,852",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00230,Schedule BA Part 2,current-year-acquisitions-additions,5827,06368L-8V-1,"Bank of Montreal Junior Subordinated 6.875% 11/26/85 ....................................... .................................................... .........CAN......... BMO Capital Markets (NY) .................................................................. ....07/21/2025 ... ....... ....... ................241,203,604 .............................. .............................. .................0.000",,addition-or-acquisition,"241,203,604",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00231,Schedule BA Part 2,current-year-acquisitions-additions,5827,06368L-5Q-5,"Bank of Montreal Unsecured ........................................................................... .................................................... .........CAN......... Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... .................54,928,206 .............................. .............................. .................0.000",,transferred-or-debt-style-asset,"54,928,206",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00232,Schedule BA Part 2,current-year-acquisitions-additions,5827,06368L-Q5-8,"Bank of Montreal Unsecured 7.700% 05/26/84 ................................................... .................................................... .........CAN......... Various ........................................................................................ ....04/07/2025 ... ....... ....... .................55,000,000 ................139,731,914 .............................. .................0.000",,addition-or-acquisition,"55,000,000; 139,731,914",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00233,Schedule BA Part 2,current-year-acquisitions-additions,5827,064159-8N-9,"Bank of Nova Scotia/The Junior Subordinated 3.625% 10/27/81 .............................. .................................................... .........CAN......... Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... ................208,500,000 .............................. .............................. .................0.000",,transferred-or-debt-style-asset,"208,500,000",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00234,Schedule BA Part 2,current-year-acquisitions-additions,5827,064159-8V-1,"Bank of Nova Scotia/The Junior Subordinated 8.000% 01/27/84 .............................. .................................................... .........CAN......... Various ........................................................................................ ....01/01/2025 ... ....... ....... .................16,000,000 .................57,630,125 .............................. .................0.000",,addition-or-acquisition,"16,000,000; 57,630,125",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00235,Schedule BA Part 2,current-year-acquisitions-additions,5827,064159-8S-8,"Bank of Nova Scotia/The Junior Subordinated 8.625% 10/27/82 .............................. .................................................... .........CAN......... Royal Bank of Canada ........................................................................ ....06/24/2025 ... ....... ....... .................25,537,500 .............................. .............................. .................0.000",,addition-or-acquisition,"25,537,500",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00236,Schedule BA Part 2,current-year-acquisitions-additions,5827,064159-8X-7,"Bank of Nova Scotia/The Unsecured 7.350% 04/27/85 .......................................... .................................................... .........CAN......... Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... .................35,084,061 .............................. .............................. .................0.000",,transferred-or-debt-style-asset,"35,084,061",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00237,Schedule BA Part 2,current-year-acquisitions-additions,5827,05565A-M3-4,"BNP PARIBAS JR SUBORDINA 144A 12/99 VAR .......................................................... .................................................... .........FRA........ Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... .................18,706,285 .............................. .............................. .................0.000",,transferred-or-debt-style-asset,"18,706,285",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00238,Schedule BA Part 2,current-year-acquisitions-additions,5827,05565A-S2-0,"BNP Paribas SA .......................................................................................... .................................................... .........FRA........ Various ........................................................................................ ....01/01/2025 ... ....... ....... .................12,456,210 .................. 6,255,750 .............................. .................0.000",,addition-or-acquisition,"12,456,210; 6,255,750",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00239,Schedule BA Part 2,current-year-acquisitions-additions,5827,05565A-5R-0,"BNP Paribas SA .......................................................................................... .................................................... .........FRA........ Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... .................12,413,740 .............................. .............................. .................0.000",,transferred-or-debt-style-asset,"12,413,740",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00240,Schedule BA Part 2,current-year-acquisitions-additions,5827,05565A-GF-4,"BNP Paribas SA 7.000%/VAR PERP 144A ............................................................... .................................................... .........FRA........ Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... .................18,399,300 .............................. .............................. .................0.000",,transferred-or-debt-style-asset,"18,399,300",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00241,Schedule BA Part 2,current-year-acquisitions-additions,5827,05602X-JC-3,"BNP Paribas SA 7.375%/VAR PERP 144A ............................................................... .................................................... .........FRA........ Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... .................42,289,759 .............................. .............................. .................0.000",,transferred-or-debt-style-asset,"42,289,759",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00242,Schedule BA Part 2,current-year-acquisitions-additions,5827,05565A-DW-0,"BNP Paribas SA Junior Subordinated 5.125% Perpet. ........................................... .................................................... .........FRA........ Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... .................. 8,998,750 .............................. .............................. .................0.000",,transferred-or-debt-style-asset,"8,998,750",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00243,Schedule BA Part 2,current-year-acquisitions-additions,5827,05602X-DJ-4,"BNP Paribas SA Junior Subordinated 8.000% Perpet. ........................................... .................................................... .........FRA........ Transfer from Schedule D .................................................................. ....01/01/2025 ... ....... ....... ................372,719,129 .............................. .............................. .................0.000 ....................... CaixaBank SA CAIXABANK SA 5.875% Perpetual 5.875% Perpet. ................................ .................................................... .........ESP......... Barclays ....................................................................................... ....09/12/2025 ... ....... ....... .................57,641,592 .............................. .............................. .................0.000 ....................... CaixaBank SA Junior Subordinated 8.250% Perpet. ............................................. .................................................... .........ESP......... Merrill Lynch International .............................................................. ....06/24/2025 ... ....... ....... .................48,763,912 .............................. .............................. .................0.000 ....................... CNP Assurances SA Jr Subordinated 4.875% Perpet. ............................................ .......",,transferred-or-debt-style-asset,"372,719,129; 57,641,592; 48,763,912; 8,500,000; 13,672,445; 11,367,304; 31,409,345; 6,169,881; 5,133,091; 30,277,212",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00244,Schedule BA Part 2,current-year-acquisitions-additions,5828,225313-AR-6,"Credit Agricole SA Junior Subordinated 6.700% Perpet. ..................................... .................................................... .........FRA........ Credit Agricole CIB ......................................................................... ....09/24/2024 ... ....... ....... .................40,000,000 .............................. .............................. .................0.000 ....................... Danske Bank A/S Junior Subordinated 4.375% Perpet. ......................................... .................................................... .........DNK......... JPM Securities LLC .......................................................................... ....05/19/2025 ... ....... ....... .................21,172,082 .................. 5,151,698 .............................. .................0.000 ....................... Danske Bank A/S Junior Subordinated 7.000% Perpet. ......................................... .................................................... .........DNK......... Bank of America .............................................................................. ....04/07/2025 ... ....... ....... .................70,617,713 .............................. .............................. .................0.000 ....................... Deutsche Bank AG Junior Subordinated 4.500% Perpet. ........................................ ........",,fund-partnership-or-private-asset,"40,000,000; 21,172,082; 5,151,698; 70,617,713; 3,719,699; 15,534,116; 64,352,324",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00245,Schedule BA Part 2,current-year-acquisitions-additions,5828,404280-BP-3,"HSBC Holdings PLC ...................................................................................... .................................................... .........NLD......... ................................................................................................. ....03/17/2025 ... ....... ....... .................. 2,005,395 .............................. .............................. .................0.000",,addition-or-acquisition,"2,005,395",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00246,Schedule BA Part 2,current-year-acquisitions-additions,5828,456837-AY-9,"ING Groep NV ............................................................................................. .................................................... .........NLD......... ING Groep ...................................................................................... ....10/08/2025 ... ....... ....... ..................6,161,869 .............................. .............................. .................0.000",,addition-or-acquisition,"6,161,869",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00247,Schedule BA Part 2,current-year-acquisitions-additions,5828,456837-AR-4,"ING Groep NV Junior Subordinated 5.750% Perpet. ............................................. .................................................... .........NLD......... ING Groep ...................................................................................... ....09/13/2024 ... ....... ....... ................. 42,419,532 ................. 12,243,945 .............................. .................0.000",,addition-or-acquisition,"42,419,532; 12,243,945",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
