claim_id,claim_text,company,cluster,capital_source,routing_platform,funding_instrument,real_economy_destination,operating_beneficiary,bottleneck,proof_metric_needed,disproof_metric_needed,source_target,source_file,period,metric_name,metric_value,units,interpretation,confidence,status
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Core & Main,industrial distribution and built environment,"municipal spend; utility capex; infrastructure capital; contractors; public funding",Core & Main,"specialty waterworks distribution; fire-protection distribution; private label; acquisitions","water; wastewater; storm drainage; fire protection; treatment plants; smart utilities","municipalities; water utilities; contractors; civic infrastructure users","municipal funding timing; acquisitions; freight; tariffs; supplier terms","sales guidance; adjusted EBITDA guidance","guidance cut; municipal delay","Core & Main Q1 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/building-materials-wholesale/core-main-inc/company-analysis.md",Q1 2026,sales guidance high,7.9,B USD,"Upper end of reaffirmed sales guidance frames near-term durability.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",United Rentals,industrial distribution and built environment,"infrastructure capital; construction capex; industrial capex; utility capex; project owners",United Rentals,"rental fleet; specialty rentals; outsourced equipment capacity","construction; infrastructure; industrial projects; utility projects","contractors; industrial operators; municipalities; utilities","weak project demand; fleet values; overinvestment; debt burden","revenue; adjusted EBITDA; FCF; rental capex; specialty growth; fleet productivity","fleet productivity turns negative; specialty growth fades; used-equipment values fall","United Rentals 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/industrial-goods/rental-leasing-services/united-rentals-inc/company-analysis.md",FY2025,revenue,16.1,B USD,"Revenue scale supports United Rentals as outsourced equipment capacity for physical buildout.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",United Rentals,industrial distribution and built environment,"infrastructure capital; construction capex; industrial capex; utility capex; project owners",United Rentals,"rental fleet; specialty rentals; outsourced equipment capacity","construction; infrastructure; industrial projects; utility projects","contractors; industrial operators; municipalities; utilities","weak project demand; fleet values; overinvestment; debt burden","adjusted EBITDA; operating cash flow; FCF after rental capex","cash conversion weakens; overinvestment","United Rentals 10-K","analysis/company-first-principles/industrial-goods/rental-leasing-services/united-rentals-inc/company-analysis.md",FY2025,adjusted EBITDA,7.3,B USD,"Adjusted EBITDA supports large fleet-platform economics.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",United Rentals,industrial distribution and built environment,"infrastructure capital; construction capex; industrial capex; utility capex; project owners",United Rentals,"rental fleet; specialty rentals; outsourced equipment capacity","construction; infrastructure; industrial projects; utility projects","contractors; industrial operators; municipalities; utilities","weak project demand; fleet values; overinvestment; debt burden","free cash flow after gross rental capex","cash conversion weakens; fleet capex burden rises","United Rentals 10-K","analysis/company-first-principles/industrial-goods/rental-leasing-services/united-rentals-inc/company-analysis.md",FY2025,free cash flow,2.181,B USD,"FCF after rental capex shows capital-heavy access model can still produce cash.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",United Rentals,industrial distribution and built environment,"infrastructure capital; construction capex; industrial capex; utility capex; project owners",United Rentals,"rental fleet; specialty rentals; outsourced equipment capacity","construction; infrastructure; industrial projects; utility projects","contractors; industrial operators; municipalities; utilities","weak project demand; fleet values; overinvestment; debt burden","specialty rental growth","specialty growth fades","United Rentals 10-K; investor deck","analysis/company-first-principles/industrial-goods/rental-leasing-services/united-rentals-inc/company-analysis.md",FY2025,specialty rentals growth,13.6,percent,"Specialty growth indicates customers are outsourcing more complex project constraints.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",United Rentals,industrial distribution and built environment,"infrastructure capital; construction capex; industrial capex; utility capex; project owners",United Rentals,"rental fleet; specialty rentals; outsourced equipment capacity","construction; infrastructure; industrial projects; utility projects","contractors; industrial operators; municipalities; utilities","weak project demand; fleet values; overinvestment; debt burden","rental revenue; fleet productivity","fleet productivity turns negative; demand weakens","United Rentals Q2 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/rental-leasing-services/united-rentals-inc/company-analysis.md",Q2 2026,rental revenue,3.849,B USD,"Rental revenue shows project work still requiring flexible equipment capacity.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",United Rentals,industrial distribution and built environment,"infrastructure capital; construction capex; industrial capex; utility capex; project owners",United Rentals,"rental fleet; specialty rentals; outsourced equipment capacity","construction; infrastructure; industrial projects; utility projects","contractors; industrial operators; municipalities; utilities","weak project demand; fleet values; overinvestment; debt burden","fleet productivity","fleet productivity turns negative","United Rentals Q2 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/rental-leasing-services/united-rentals-inc/company-analysis.md",Q2 2026,fleet productivity growth,3.4,percent,"Positive fleet productivity supports pricing/utilization strength.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Fastenal,industrial distribution and built environment,"industrial capex; infrastructure capex; customer procurement budgets; operating budgets",Fastenal,"onsite inventory; vending; eBusiness; supply-chain services","industrial replenishment; MRO; point-of-use supplies","plants; facilities; contractors; industrial customers","service cost; mix pressure; larger-account pricing; unbundling risk","digital footprint; sales; margin; daily sales growth","onsite/digital penetration stalls; margin compression","Fastenal 10-K; 10-Q; earnings release; transcript","analysis/company-first-principles/industrial-goods/industrial-supply/fastenal-company/company-analysis.md",FY2025,Digital Footprint share of sales,61.4,percent,"Digital Footprint supports Fastenal as workflow infrastructure attached to physical replenishment.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Fastenal,industrial distribution and built environment,"industrial capex; infrastructure capex; customer procurement budgets; operating budgets",Fastenal,"onsite inventory; vending; eBusiness; supply-chain services","industrial replenishment; MRO; point-of-use supplies","plants; facilities; contractors; industrial customers","service cost; mix pressure; larger-account pricing; unbundling risk","net sales; operating margin","sales growth stalls; margin compression","Fastenal 10-K","analysis/company-first-principles/industrial-goods/industrial-supply/fastenal-company/company-analysis.md",FY2025,net sales,8.2005,B USD,"Net sales support scale of embedded replenishment model.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Fastenal,industrial distribution and built environment,"industrial capex; infrastructure capex; customer procurement budgets; operating budgets",Fastenal,"onsite inventory; vending; eBusiness; supply-chain services","industrial replenishment; MRO; point-of-use supplies","plants; facilities; contractors; industrial customers","service cost; mix pressure; larger-account pricing; unbundling risk","daily sales growth","share gains slow; customer wins fade","Fastenal 10-K; earnings release","analysis/company-first-principles/industrial-goods/industrial-supply/fastenal-company/company-analysis.md",FY2025,daily sales growth,9.1,percent,"Daily sales growth supports relationship and penetration gains with large customers.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Fastenal,industrial distribution and built environment,"industrial capex; infrastructure capex; customer procurement budgets; operating budgets",Fastenal,"onsite inventory; vending; eBusiness; supply-chain services","industrial replenishment; MRO; point-of-use supplies","plants; facilities; contractors; industrial customers","service cost; mix pressure; larger-account pricing; unbundling risk","daily sales growth","onsite/digital penetration stalls; supply reliability anxiety fades","Fastenal Q2 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/industrial-supply/fastenal-company/company-analysis.md",Q2 2026,daily sales growth,14.7,percent,"Q2 growth suggests embedded model continued gaining traction.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Grainger,industrial distribution and built environment,"industrial capex; facility operating budgets; institutional budgets; infrastructure operations",Grainger,"high-touch MRO; endless assortment; digital catalog; fulfillment","maintenance; repair; operating supplies; institutional continuity","factories; warehouses; hospitals; schools; government facilities; contractors","digital competition; service erosion; margin pressure; tariff/freight effects","customer count; net sales; segment sales; operating margin; segment growth","high-touch share stalls; endless assortment slows; service quality erodes","Grainger 10-K; 10-Q; earnings release; transcript","analysis/company-first-principles/industrial-goods/industrial-supply/ww-grainger-inc/company-analysis.md",FY2025,customers served,4.6,M customers,"Customer count supports Grainger as a scaled procurement utility.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Grainger,industrial distribution and built environment,"industrial capex; facility operating budgets; institutional budgets; infrastructure operations",Grainger,"high-touch MRO; endless assortment; digital catalog; fulfillment","maintenance; repair; operating supplies; institutional continuity","factories; warehouses; hospitals; schools; government facilities; contractors","digital competition; service erosion; margin pressure; tariff/freight effects","net sales; segment sales","sales growth slows","Grainger 10-K","analysis/company-first-principles/industrial-goods/industrial-supply/ww-grainger-inc/company-analysis.md",FY2025,net sales,17.942,B USD,"Net sales support Grainger's scale in MRO continuity.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Grainger,industrial distribution and built environment,"industrial capex; facility operating budgets; institutional budgets; infrastructure operations",Grainger,"high-touch MRO; endless assortment; digital catalog; fulfillment","maintenance; repair; operating supplies; institutional continuity","factories; warehouses; hospitals; schools; government facilities; contractors","digital competition; service erosion; margin pressure; tariff/freight effects","Endless Assortment growth","digital growth slows without margin improvement","Grainger 10-K","analysis/company-first-principles/industrial-goods/industrial-supply/ww-grainger-inc/company-analysis.md",FY2025,Endless Assortment growth,15.7,percent,"Endless Assortment growth supports digital procurement as an MRO engine.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Grainger,industrial distribution and built environment,"industrial capex; facility operating budgets; institutional budgets; infrastructure operations",Grainger,"high-touch MRO; endless assortment; digital catalog; fulfillment","maintenance; repair; operating supplies; institutional continuity","factories; warehouses; hospitals; schools; government facilities; contractors","digital competition; service erosion; margin pressure; tariff/freight effects","quarterly net sales; operating margin","margin pressure; sales slowdown","Grainger Q2 2026 earnings release; 10-Q","analysis/company-first-principles/industrial-goods/industrial-supply/ww-grainger-inc/company-analysis.md",Q2 2026,net sales,5.021,B USD,"Q2 sales support continued MRO demand.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Grainger,industrial distribution and built environment,"industrial capex; facility operating budgets; institutional budgets; infrastructure operations",Grainger,"high-touch MRO; endless assortment; digital catalog; fulfillment","maintenance; repair; operating supplies; institutional continuity","factories; warehouses; hospitals; schools; government facilities; contractors","digital competition; service erosion; margin pressure; tariff/freight effects","High-Touch growth; Endless Assortment growth","either engine stalls","Grainger Q2 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/industrial-supply/ww-grainger-inc/company-analysis.md",Q2 2026,High-Touch Solutions growth,11.9,percent,"High-Touch growth supports relationship-heavy procurement demand.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Grainger,industrial distribution and built environment,"industrial capex; facility operating budgets; institutional budgets; infrastructure operations",Grainger,"high-touch MRO; endless assortment; digital catalog; fulfillment","maintenance; repair; operating supplies; institutional continuity","factories; warehouses; hospitals; schools; government facilities; contractors","digital competition; service erosion; margin pressure; tariff/freight effects","High-Touch growth; Endless Assortment growth","either engine stalls","Grainger Q2 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/industrial-supply/ww-grainger-inc/company-analysis.md",Q2 2026,Endless Assortment growth,13.5,percent,"Endless Assortment growth supports digital breadth alongside enterprise service.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Builders FirstSource,industrial distribution and built environment,"housing capital; builder working capital; mortgage-sensitive demand; construction capex",Builders FirstSource,"builder-supply platform; prefabrication; digital workflow; turnkey services","housing production; structural products; builder productivity","professional builders; homebuyers indirectly","housing starts weakness; commodity deflation; margin compression; adoption slowdown","locations; states; sales; EBITDA; value-added strategy","housing weakness overwhelms value-added mix","Builders FirstSource 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md",FY2025,locations,585,count,"Location count supports BFS as a national builder-supply platform.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Builders FirstSource,industrial distribution and built environment,"housing capital; builder working capital; mortgage-sensitive demand; construction capex",Builders FirstSource,"builder-supply platform; prefabrication; digital workflow; turnkey services","housing production; structural products; builder productivity","professional builders; homebuyers indirectly","housing starts weakness; commodity deflation; margin compression; adoption slowdown","net sales; adjusted EBITDA; margin","housing weakness overwhelms value-added mix","Builders FirstSource 10-K","analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md",FY2025,net sales,15.8,B USD,"Net sales show large platform exposure to housing-production workflow.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Builders FirstSource,industrial distribution and built environment,"housing capital; builder working capital; mortgage-sensitive demand; construction capex",Builders FirstSource,"builder-supply platform; prefabrication; digital workflow; turnkey services","housing production; structural products; builder productivity","professional builders; homebuyers indirectly","housing starts weakness; commodity deflation; margin compression; adoption slowdown","adjusted EBITDA; margin","margin compression","Builders FirstSource 10-K","analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md",FY2025,adjusted EBITDA,1.6,B USD,"Adjusted EBITDA supports profitability despite weak housing market.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Builders FirstSource,industrial distribution and built environment,"housing capital; builder working capital; mortgage-sensitive demand; construction capex",Builders FirstSource,"builder-supply platform; prefabrication; digital workflow; turnkey services","housing production; structural products; builder productivity","professional builders; homebuyers indirectly","housing starts weakness; commodity deflation; margin compression; adoption slowdown","quarterly sales decline; adjusted EBITDA decline","housing weakness persists","Builders FirstSource Q2 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md",Q2 2026,net sales decline,8.8,percent,"Sales decline is a disproof-pressure metric showing housing cyclicality against the workflow thesis.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Sherwin-Williams,industrial distribution and built environment,"property owners; contractors; commercial capex; maintenance budgets; construction demand",Sherwin-Williams,"controlled coatings distribution; pro repaint; commercial coatings; pricing","asset preservation; repaint; commercial maintenance; protective coatings","contractors; property owners; commercial asset owners","price increases fail; pro demand slows; raw-material inflation; new residential weakness","net sales growth; gross margin; Paint Stores sales; same-store sales; price increase","pricing fails; pro segments slow; margin pressure","Sherwin-Williams 10-K; 10-Q; earnings release; transcript","analysis/company-first-principles/basic-materials/specialty-chemicals/the-sherwin-williams-company/company-analysis.md",FY2025,net sales,23.6,B USD,"Net sales support coatings as a large built-environment maintenance channel.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Sherwin-Williams,industrial distribution and built environment,"property owners; contractors; commercial capex; maintenance budgets; construction demand",Sherwin-Williams,"controlled coatings distribution; pro repaint; commercial coatings; pricing","asset preservation; repaint; commercial maintenance; protective coatings","contractors; property owners; commercial asset owners","price increases fail; pro demand slows; raw-material inflation; new residential weakness","gross margin","margin pressure; raw material inflation","Sherwin-Williams 10-K","analysis/company-first-principles/basic-materials/specialty-chemicals/the-sherwin-williams-company/company-analysis.md",FY2025,gross margin,48.8,percent,"Gross margin supports pricing and channel-control economics.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Sherwin-Williams,industrial distribution and built environment,"property owners; contractors; commercial capex; maintenance budgets; construction demand",Sherwin-Williams,"controlled coatings distribution; pro repaint; commercial coatings; pricing","asset preservation; repaint; commercial maintenance; protective coatings","contractors; property owners; commercial asset owners","price increases fail; pro demand slows; raw-material inflation; new residential weakness","Paint Stores sales","Paint Stores growth slows","Sherwin-Williams 10-K","analysis/company-first-principles/basic-materials/specialty-chemicals/the-sherwin-williams-company/company-analysis.md",FY2025,Paint Stores Group sales,13.6,B USD,"Paint Stores sales support controlled distribution as the model center.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Sherwin-Williams,industrial distribution and built environment,"property owners; contractors; commercial capex; maintenance budgets; construction demand",Sherwin-Williams,"controlled coatings distribution; pro repaint; commercial coatings; pricing","asset preservation; repaint; commercial maintenance; protective coatings","contractors; property owners; commercial asset owners","price increases fail; pro demand slows; raw-material inflation; new residential weakness","same-store sales; net sales growth","demand weakens; pro slows","Sherwin-Williams Q2 2026 earnings release; transcript","analysis/company-first-principles/basic-materials/specialty-chemicals/the-sherwin-williams-company/company-analysis.md",Q2 2026,Paint Stores same-store sales growth,4.2,percent,"Same-store sales growth supports resilient pro repaint and maintenance demand.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",Sherwin-Williams,industrial distribution and built environment,"property owners; contractors; commercial capex; maintenance budgets; construction demand",Sherwin-Williams,"controlled coatings distribution; pro repaint; commercial coatings; pricing","asset preservation; repaint; commercial maintenance; protective coatings","contractors; property owners; commercial asset owners","price increases fail; pro demand slows; raw-material inflation; new residential weakness","announced price increase","price increase fails to hold","Sherwin-Williams Q2 2026 earnings release; transcript","analysis/company-first-principles/basic-materials/specialty-chemicals/the-sherwin-williams-company/company-analysis.md",2026-09-01,announced price increase,8,percent,"Announced price increase is a watch metric for pricing power and channel control.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Cloudflare,internet software control,"enterprise software budgets; AI application demand; security budgets; developer infrastructure spend",Cloudflare,"edge control; Zero Trust; AI Gateway; Workers; application security","traffic governance; machine-traffic control; edge execution; internet security","enterprises; developers; AI-agent traffic; application owners","RPO slowdown; gross margin pressure; GAAP losses; large-customer consolidation","revenue growth; RPO growth; operating income; GAAP loss","RPO slows; AI Gateway adoption fails; margin pressure worsens","Cloudflare 10-Q; shareholder letter; earnings deck; transcript","analysis/company-first-principles/technology/internet-software-services/cloudflare-inc/company-analysis.md",Q2 2026,revenue,696.1,M USD,"Revenue growth supports continued demand for internet control and security infrastructure.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Cloudflare,internet software control,"enterprise software budgets; AI application demand; security budgets; developer infrastructure spend",Cloudflare,"edge control; Zero Trust; AI Gateway; Workers; application security","traffic governance; machine-traffic control; edge execution; internet security","enterprises; developers; AI-agent traffic; application owners","RPO slowdown; gross margin pressure; GAAP losses; large-customer consolidation","revenue growth","revenue growth slows","Cloudflare Q2 2026 earnings release; shareholder letter","analysis/company-first-principles/technology/internet-software-services/cloudflare-inc/company-analysis.md",Q2 2026,revenue growth,36,percent,"High revenue growth supports platform demand despite broader software scrutiny.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Cloudflare,internet software control,"enterprise software budgets; AI application demand; security budgets; developer infrastructure spend",Cloudflare,"edge control; Zero Trust; AI Gateway; Workers; application security","traffic governance; machine-traffic control; edge execution; internet security","enterprises; developers; AI-agent traffic; application owners","RPO slowdown; gross margin pressure; GAAP losses; large-customer consolidation","RPO growth","RPO growth slows materially","Cloudflare Q2 2026 earnings release; shareholder letter","analysis/company-first-principles/technology/internet-software-services/cloudflare-inc/company-analysis.md",Q2 2026,current RPO growth,35,percent,"RPO growth indicates customers are committing to future platform use.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Cloudflare,internet software control,"enterprise software budgets; AI application demand; security budgets; developer infrastructure spend",Cloudflare,"edge control; Zero Trust; AI Gateway; Workers; application security","traffic governance; machine-traffic control; edge execution; internet security","enterprises; developers; AI-agent traffic; application owners","RPO slowdown; gross margin pressure; GAAP losses; large-customer consolidation","non-GAAP operating income; GAAP operating loss","GAAP losses worsen; operating leverage fails","Cloudflare Q2 2026 earnings release; 10-Q","analysis/company-first-principles/technology/internet-software-services/cloudflare-inc/company-analysis.md",Q2 2026,non-GAAP operating income,96.1,M USD,"Non-GAAP operating income supports economic promise in the edge-control model.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Cloudflare,internet software control,"enterprise software budgets; AI application demand; security budgets; developer infrastructure spend",Cloudflare,"edge control; Zero Trust; AI Gateway; Workers; application security","traffic governance; machine-traffic control; edge execution; internet security","enterprises; developers; AI-agent traffic; application owners","RPO slowdown; gross margin pressure; GAAP losses; large-customer consolidation","GAAP operating loss","GAAP loss narrows; path to profitability improves","Cloudflare Q2 2026 earnings release; 10-Q","analysis/company-first-principles/technology/internet-software-services/cloudflare-inc/company-analysis.md",Q2 2026,GAAP loss from operations,205.7,M USD,"GAAP operating loss is a disproof-pressure metric for whether control position converts into durable earnings.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Akamai,internet software control,"enterprise security budgets; AI infrastructure demand; application delivery budgets; model-provider commitments",Akamai,"security; delivery; cloud infrastructure services; distributed cloud","application protection; distributed placement; edge compute; traffic delivery","enterprises; frontier model providers; application owners","delivery decline; CIS profitability; security growth slowdown","revenue; security revenue; delivery revenue; compute revenue; CIS commitments","delivery decline accelerates; CIS contracts fail to convert profitably","Akamai 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/technology/internet-software-services/akamai-technologies-inc/company-analysis.md",FY2025,revenue,4.208,B USD,"Revenue scale supports Akamai's cash-generative internet infrastructure base.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Akamai,internet software control,"enterprise security budgets; AI infrastructure demand; application delivery budgets; model-provider commitments",Akamai,"security; delivery; cloud infrastructure services; distributed cloud","application protection; distributed placement; edge compute; traffic delivery","enterprises; frontier model providers; application owners","delivery decline; CIS profitability; security growth slowdown","security revenue","security growth slows","Akamai 10-K; 10-Q; earnings deck","analysis/company-first-principles/technology/internet-software-services/akamai-technologies-inc/company-analysis.md",FY2025,security revenue,2.243,B USD,"Security revenue shows the profit pool shifting from delivery toward protection and control.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Akamai,internet software control,"enterprise security budgets; AI infrastructure demand; application delivery budgets; model-provider commitments",Akamai,"security; delivery; cloud infrastructure services; distributed cloud","application protection; distributed placement; edge compute; traffic delivery","enterprises; frontier model providers; application owners","delivery decline; CIS profitability; security growth slowdown","delivery revenue","delivery decline accelerates","Akamai 10-K; 10-Q; earnings deck","analysis/company-first-principles/technology/internet-software-services/akamai-technologies-inc/company-analysis.md",FY2025,delivery revenue,1.257,B USD,"Delivery revenue is a legacy-base and transition-drag metric.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Akamai,internet software control,"enterprise security budgets; AI infrastructure demand; application delivery budgets; model-provider commitments",Akamai,"security; delivery; cloud infrastructure services; distributed cloud","application protection; distributed placement; edge compute; traffic delivery","enterprises; frontier model providers; application owners","delivery decline; CIS profitability; security growth slowdown","compute revenue","compute fails to scale","Akamai 10-K; 10-Q; earnings deck","analysis/company-first-principles/technology/internet-software-services/akamai-technologies-inc/company-analysis.md",FY2025,compute revenue,708,M USD,"Compute revenue supports the distributed cloud transition component.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Akamai,internet software control,"enterprise security budgets; AI infrastructure demand; application delivery budgets; model-provider commitments",Akamai,"security; delivery; cloud infrastructure services; distributed cloud","application protection; distributed placement; edge compute; traffic delivery","enterprises; frontier model providers; application owners","delivery decline; CIS profitability; security growth slowdown","cash from operations","cash flow weakens; transition funding tightens","Akamai 10-K","analysis/company-first-principles/technology/internet-software-services/akamai-technologies-inc/company-analysis.md",FY2025,cash from operations,1.519,B USD,"Cash generation supports ability to fund transition from delivery to security and CIS.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Akamai,internet software control,"enterprise security budgets; AI infrastructure demand; application delivery budgets; model-provider commitments",Akamai,"cloud infrastructure services; distributed cloud","AI workload placement; distributed cloud infrastructure","frontier model provider; AI infrastructure customers","CIS contracts fail to convert profitably","multi-year CIS commitment","CIS commitment canceled or unprofitable","Akamai Q1 2026 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/akamai-technologies-inc/company-analysis.md",Q1 2026,seven-year CIS commitment,1.8,B USD,"Large CIS commitment is direct evidence that AI infrastructure demand reaches Akamai's distributed cloud layer.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Akamai,internet software control,"enterprise security budgets; AI infrastructure demand; application delivery budgets; model-provider commitments",Akamai,"cloud infrastructure services; distributed cloud","AI workload placement; distributed cloud infrastructure","frontier model providers; AI infrastructure customers","CIS contracts fail to convert profitably","year-to-date multi-year CIS contracts","CIS commitments fail to convert","Akamai Q2 2026 earnings release; transcript","analysis/company-first-principles/technology/internet-software-services/akamai-technologies-inc/company-analysis.md",Q2 2026,year-to-date multi-year CIS contracts,2.8,B USD,"Multi-year CIS contracts show contracted demand for distributed placement.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Fastly,internet software control,"developer infrastructure spend; digital business budgets; security budgets; edge compute demand",Fastly,"programmable edge; security; compute; observability; delivery","edge runtime; API protection; bot defense; application security","developers; digital businesses; commerce; media; API owners","customer concentration; security growth slowdown; net retention; thin FCF","revenue; security revenue; compute/observability growth; RPO; top-ten concentration","customer concentration rises; security growth slows; FCF stays thin","Fastly 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/technology/internet-software-services/fastly-inc/company-analysis.md",FY2025,revenue,624.0,M USD,"Revenue supports Fastly's narrower but real programmable-edge platform.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Fastly,internet software control,"developer infrastructure spend; digital business budgets; security budgets; edge compute demand",Fastly,"programmable edge; security; compute; observability; delivery","edge runtime; API protection; bot defense; application security","developers; digital businesses; commerce; media; API owners","customer concentration; security growth slowdown; net retention; thin FCF","free cash flow","FCF stays thin or turns negative","Fastly 10-K","analysis/company-first-principles/technology/internet-software-services/fastly-inc/company-analysis.md",FY2025,free cash flow,45.8,M USD,"FCF indicates improving financial footing but remains a watch metric for edge economics.",medium,analysis-derived-needs-primary-source
CF-014,"Capital-funded AI infrastructure still needs traffic control, security, identity, and edge governance.",Fastly,internet software control,"developer infrastructure spend; digital business budgets; security budgets; edge compute demand",Fastly,"security; programmable edge","application security; API protection; bot defense","developers; digital businesses; commerce; media; API owners","security growth slowdown; customer concentration","security revenue","security growth slows","Fastly 10-K","analysis/company-first-principles/technology/internet-software-services/fastly-inc/company-analysis.md",FY2025,security revenue,125.1,M USD,"Security revenue supports mix shift toward higher-value control.",medium,analysis-derived-needs-primary-source
