claim_id,company,manager,vehicle,period,industry,borrower,business_description,investment_type,principal_or_shares,amortized_cost_usd_m,fair_value_usd_m,source_file,source_table_index,status
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Triple JJJ Lube, Corp. and TCC Buyer Holdco, LLC (5)(13)",Automotive repair services retailer,First lien senior secured loan,34.3,34.3,34.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Triple JJJ Lube, Corp. and TCC Buyer Holdco, LLC (5)(13)",Automotive repair services retailer,Class A preferred units,32.1,43.2,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Triwizard Holdings, Inc. and Triwizard Parent, LP (13)",Parking management and hospitality services provider,First lien senior secured revolving loan,4.0,4.0,4.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Triwizard Holdings, Inc. and Triwizard Parent, LP (13)",Parking management and hospitality services provider,First lien senior secured revolving loan,4.0,4.0,4.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Triwizard Holdings, Inc. and Triwizard Parent, LP (13)",Parking management and hospitality services provider,First lien senior secured loan,15.3,15.3,15.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Triwizard Holdings, Inc. and Triwizard Parent, LP (13)",Parking management and hospitality services provider,First lien senior secured loan,2.8,2.8,2.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Triwizard Holdings, Inc. and Triwizard Parent, LP (13)",Parking management and hospitality services provider,Class A-2 common units,3.0,5.6,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"TSWT Acquisition, Inc. and TSWT Holdings, LLC (13)","Provider of residential home services specializing in HVAC, electrical and plumbing services",First lien senior secured revolving loan,0.7,0.7,0.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"TSWT Acquisition, Inc. and TSWT Holdings, LLC (13)","Provider of residential home services specializing in HVAC, electrical and plumbing services",First lien senior secured revolving loan,0.7,0.7,0.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"TSWT Acquisition, Inc. and TSWT Holdings, LLC (13)","Provider of residential home services specializing in HVAC, electrical and plumbing services",First lien senior secured loan,19.7,19.7,19.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"TSWT Acquisition, Inc. and TSWT Holdings, LLC (13)","Provider of residential home services specializing in HVAC, electrical and plumbing services",Class A units,0.9,1.1,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Vertex Service Partners, LLC and Vertex Service Partners Holdings, LLC (13)",Provider of residential roofing repair & replacement,First lien senior secured revolving loan,1.2,1.2,1.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Vertex Service Partners, LLC and Vertex Service Partners Holdings, LLC (13)",Provider of residential roofing repair & replacement,First lien senior secured loan,3.0,3.0,2.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Vertex Service Partners, LLC and Vertex Service Partners Holdings, LLC (13)",Provider of residential roofing repair & replacement,First lien senior secured loan,15.5,15.5,13.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Vertex Service Partners, LLC and Vertex Service Partners Holdings, LLC (13)",Provider of residential roofing repair & replacement,Class B common units,212.0,0.2,0.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"Vista Higher Learning, LLC",Developer of print and digital language learning solutions for K–12 and higher education institutions,First lien senior secured loan,32.8,32.8,32.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"YE Brands Holdings, LLC (13)",Sports camp operator,First lien senior secured loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"YE Brands Holdings, LLC (13)",Sports camp operator,First lien senior secured loan,3.6,3.6,3.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"ZBS Mechanical Group Co-Invest Fund 2, LLC and ZBS Mechanical Group Co-Invest II Fund 2, LLC",Provider of residential HVAC and plumbing services,Membership interest,2771000.0,1.4,8.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,47,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,"ZBS Mechanical Group Co-Invest Fund 2, LLC and ZBS Mechanical Group Co-Invest II Fund 2, LLC",Provider of residential HVAC and plumbing services,Membership interest,264161.0,0.3,1.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,15484880 Canada Inc. and 15484910 Canada Inc. (13),Independent insurance broker,First lien senior secured revolving loan,0.3,0.3,0.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,15484880 Canada Inc. and 15484910 Canada Inc. (13),Independent insurance broker,First lien senior secured loan,3.8,4.0,3.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,15484880 Canada Inc. and 15484910 Canada Inc. (13),Independent insurance broker,First lien senior secured loan,33.4,33.4,33.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,15484880 Canada Inc. and 15484910 Canada Inc. (13),Independent insurance broker,First lien senior secured loan,7.6,7.8,7.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,15484880 Canada Inc. and 15484910 Canada Inc. (13),Independent insurance broker,Senior subordinated loan,15.2,15.2,15.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,15484880 Canada Inc. and 15484910 Canada Inc. (13),Independent insurance broker,Class A2 shares,19825189.0,13.8,14.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"AQ Sunshine, Inc. and BayPine Regal Co-Invest, LP (13)",Specialized insurance broker,First lien senior secured loan,140.3,140.3,138.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"AQ Sunshine, Inc. and BayPine Regal Co-Invest, LP (13)",Specialized insurance broker,Limited partnership interests,5.0,5.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Ardonagh Midco 3 Limited, Ardonagh Group Finco Pty Limited, Ardonagh Finco LLC, Ardonagh Finco B.V., and MDCP Co-Investors (Jade I), L.P.",Insurance broker and underwriting servicer,Limited partnership interest,17510000.0,24.1,23.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Bellwether Buyer, L.L.C. and Bellwether Topco V Buyer, Inc. (13)",Insurance program administrator,First lien senior secured loan,1.1,1.1,1.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Benecon Midco II LLC and Benecon Holdings, LLC (13)",Employee benefits provider for small and mid-size employers,First lien senior secured loan,17.9,17.9,17.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Benecon Midco II LLC and Benecon Holdings, LLC (13)",Employee benefits provider for small and mid-size employers,Class A units,7796550.0,27.1,35.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Daylight Beta Parent LLC and CFCo, LLC (4)",Health insurance sales platform provider,First lien senior secured loan,15.4,12.0,0.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Daylight Beta Parent LLC and CFCo, LLC (4)",Health insurance sales platform provider,First lien senior secured loan,20.8,0.5,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Daylight Beta Parent LLC and CFCo, LLC (4)",Health insurance sales platform provider,Class B units,,32391330.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,Diamond Mezzanine 24 LLC,Property and casualty insurance underwriting and distribution platform,First lien senior secured revolving loan,1.0,1.0,1.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,Diamond Mezzanine 24 LLC,Property and casualty insurance underwriting and distribution platform,First lien senior secured loan,5.5,5.5,5.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"DOXA Insurance Holdings LLC and Rocket Co-Invest, SLP (13)(14)",Managing general agent insurance distribution platform,First lien senior secured revolving loan,0.5,0.5,0.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"DOXA Insurance Holdings LLC and Rocket Co-Invest, SLP (13)(14)",Managing general agent insurance distribution platform,First lien senior secured loan,8.8,8.8,8.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"DOXA Insurance Holdings LLC and Rocket Co-Invest, SLP (13)(14)",Managing general agent insurance distribution platform,Limited partnership interest,1348309.0,1.3,1.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Forza Insurance Holdings, LLC",Operator of insurance brands and platforms,First lien senior secured loan,38.5,38.5,38.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Foundation Risk Partners, Corp. (13)",Full service independent insurance agency,First lien senior secured revolving loan,9.6,9.6,9.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Foundation Risk Partners, Corp. (13)",Full service independent insurance agency,First lien senior secured loan,9.2,9.2,9.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Foundation Risk Partners, Corp. (13)",Full service independent insurance agency,First lien senior secured loan,16.2,16.2,16.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Foundation Risk Partners, Corp. (13)",Full service independent insurance agency,First lien senior secured loan,66.3,66.3,66.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,Galway Borrower LLC (13),Insurance service provider,First lien senior secured revolving loan,4.7,4.7,4.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,Galway Borrower LLC (13),Insurance service provider,First lien senior secured loan,45.3,45.3,44.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,Galway Borrower LLC (13),Insurance service provider,First lien senior secured loan,1.3,1.3,1.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,Gestion ABS Bidco Inc. / ABS Bidco Holdings Inc. (13),Insurance broker,First lien senior secured loan,10.4,10.8,10.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,Gestion ABS Bidco Inc. / ABS Bidco Holdings Inc. (13),Insurance broker,First lien senior secured loan,0.5,0.5,0.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Higginbotham Insurance Agency, Inc., HIG Operations Holdings, Inc., and HIG Intermediate, Inc. (13)",Independent retail insurance broker,First lien senior secured loan,10.2,10.2,10.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Higginbotham Insurance Agency, Inc., HIG Operations Holdings, Inc., and HIG Intermediate, Inc. (13)",Independent retail insurance broker,First lien senior secured loan,5.2,5.2,5.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Higginbotham Insurance Agency, Inc., HIG Operations Holdings, Inc., and HIG Intermediate, Inc. (13)",Independent retail insurance broker,First lien senior secured loan,1.4,1.4,1.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Higginbotham Insurance Agency, Inc., HIG Operations Holdings, Inc., and HIG Intermediate, Inc. (13)",Independent retail insurance broker,Series A preferred shares,1.0,1.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,First lien senior secured loan,22.0,22.0,22.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,First lien senior secured loan,4.0,4.0,4.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,First lien senior secured loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,First lien senior secured loan,19.3,19.3,19.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,Series A preferred units,25.9,25.9,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,Series A preferred units,260.4,260.4,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,Series A preferred units,5.5,5.5,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,Series A preferred units,1.7,1.7,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,Series A units,10.3,16.2,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)",Insurance brokerage platform,Series C units,4.7,29.2,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Inszone Mid, LLC and INSZ Holdings, LLC (13)",Insurance brokerage firm,First lien senior secured loan,26.6,26.6,26.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Inszone Mid, LLC and INSZ Holdings, LLC (13)",Insurance brokerage firm,First lien senior secured loan,63.0,63.0,63.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Inszone Mid, LLC and INSZ Holdings, LLC (13)",Insurance brokerage firm,First lien senior secured loan,22.7,22.7,22.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Inszone Mid, LLC and INSZ Holdings, LLC (13)",Insurance brokerage firm,Common units,8473000.0,8.5,17.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,49,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Inszone Mid, LLC and INSZ Holdings, LLC (13)",Insurance brokerage firm,Limited partnership interests,2146088.0,1.7,4.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"King Risk Partners, LLC (13)",Retail insurance brokerage firm,First lien senior secured loan,8.4,8.4,8.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Knight AcquireCo, LLC and Knight Holdings, LP (13)",Insurance agency and regulatory services provider,First lien senior secured loan,11.9,11.8,11.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Knight AcquireCo, LLC and Knight Holdings, LP (13)",Insurance agency and regulatory services provider,Class A-1 common units,2.1,2.3,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Koala Investment Holdings, Inc. (13)",Insurance brokerage platform,First lien senior secured revolving loan,1.2,1.2,1.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Koala Investment Holdings, Inc. (13)",Insurance brokerage platform,First lien senior secured loan,24.2,24.2,23.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"OakBridge Insurance Agency LLC and Maple Acquisition Holdings, LP (13)",Insurance brokerage platform,First lien senior secured revolving loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"OakBridge Insurance Agency LLC and Maple Acquisition Holdings, LP (13)",Insurance brokerage platform,First lien senior secured loan,7.3,7.3,7.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"OakBridge Insurance Agency LLC and Maple Acquisition Holdings, LP (13)",Insurance brokerage platform,Class A2 units,2.3,3.2,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,"Patriot Growth Insurance Services, LLC (13)",National retail insurance agency,First lien senior secured loan,15.4,15.3,15.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,People Corporation (13),"Provider of group benefits, group retirement and human resources services",First lien senior secured loan,48.6,53.6,48.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,50,parser-derived-needs-reconciliation
