parser_row_id,schedule,page,source_y,cusip_or_identifier,name_or_description_near_row,actual_cost,fair_value,book_adjusted_carrying_value,unrealized_valuation_change,current_year_depreciation_or_amortization,current_year_other_than_temporary_impairment,capitalized_deferred_interest_and_other,total_foreign_exchange_change,investment_income,commitment_for_additional_investment,percentage_of_ownership,current_status,boundary
CFAASBACP-0179,Schedule BA Part 1,5817,481.1,64952G-AT-5,New York Life Insurance Co SUBORDINATED,"4,542,452","2,973,327","4,473,715",,"7,118",,,,"12,675",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0180,Schedule BA Part 1,5817,494.8,64952G-AF-5,New York Life Insurance Co Subordinated,"272,229","228,751","253,292",,"(45,379)",,,,"13,500",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0181,Schedule BA Part 1,5817,508.5,64952G-AF-5,New York Life Insurance Co Subordinated,"22,497,943","22,451,928","22,457,240",,"(45,379)",,,,"662,513",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0182,Schedule BA Part 1,5817,522.0,,Ngm Insurance Co Surplus Notes,"50,000,000","50,375,000","50,000,000",,,,,,"2,900,000",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0183,Schedule BA Part 1,5817,535.8,668138-AC-4,Northwestern Mutual Life Insur Subordinated,"22,421,929","13,259,587","22,054,514",,"(27,872)",,,,"81,865",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0184,Schedule BA Part 1,5818,174.4,668138-AA-8,Northwestern Mutual Life Insur Subordinated,"21,505,876","17,104,784","21,576,793",,"(7,188)",,,,"252,656",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0185,Schedule BA Part 1,5818,188.1,69448F-AA-9,Pacific Life Insurance Co Subordinated,"15,944,770","12,860,395","15,947,841",,"(26,105)",,,,"401,333",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0186,Schedule BA Part 1,5818,201.8,7620ET-AA-7,RGA Reinsurance Co Sr Subordinated,"145,000,000","105,269,145","145,000,000",,,,,,"3,815,789",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0187,Schedule BA Part 1,5818,215.4,7620ET-AA-7,RGA Reinsurance Co Sr Subordinated,"45,000,000","32,669,735","45,000,000",,,,,,"1,184,211",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0188,Schedule BA Part 1,5818,229.1,81372W-AB-5,Secura Insurance Co Secura Insurance Co,"65,000,000","65,975,000","65,000,000",,,,,,"1,083,750",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0189,Schedule BA Part 1,5818,242.8,878091-BG-1,Teachers Insurance & Annuity A SUB,"4,380,819","2,922,419","4,365,054",,"(3,977)",,,,"9,304",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0190,Schedule BA Part 1,5818,256.5,878091-BF-3,Teachers Insurance & Annuity A Subordinated,"28,276,829","22,854,941","28,208,226",,"(60,009)",,,,"648,106",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0191,Schedule BA Part 1,5818,270.2,878091-BD-8,Teachers Insurance & Annuity A Subordinated,"9,885,860","8,190,661","9,702,976",,"(87,414)",,,,"245,000",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0192,Schedule BA Part 1,5818,283.8,878091-BC-0,Teachers Insurance & Annuity A Subordinated,"67,586,092","57,231,613","62,575,623",,"(726,622)",,,,"1,791,475",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0193,Schedule BA Part 1,5818,297.5,95765P-AA-7,Western And Southern Life Insu Subordinated,"17,310,738","15,785,865","17,320,990",,"(170,546)",,,,"515,000",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0194,Schedule BA Part 1,5818,320.2,92264H-AA-8,Venerable Insurance and Annuity Subordinated,"42,041,843","42,000,000","42,041,632",,(211),,,,"1,247,005",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0195,Schedule BA Part 1,5818,342.8,,ABN AMRO Bank NV Junior Subordinated Perpet.,"67,092,351","77,291,339","70,603,062",,,,,"3,510,711","1,482,445",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0196,Schedule BA Part 1,5818,356.4,,ABN AMRO Bank NV Junior Subordinated Perpet.,"40,445,189","43,977,318","41,777,187",,"(33,284)",,,"1,365,282","1,303,994",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0197,Schedule BA Part 1,5818,371.3,,Achmea BV Junior Subordinated Perpet.,"6,206,008","6,181,003","6,181,003","(27,630)",,,,"2,626","9,656",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0198,Schedule BA Part 1,5818,386.2,,Achmea BV Junior Subordinated Perpet.,"30,571,367","30,342,034","30,342,034","(394,226)",,,,"164,893","356,439",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0199,Schedule BA Part 1,5818,399.9,,AIB Group PLC AIB GROUP PLC Perpetual Perpet.,"31,540,465","31,790,332","31,790,332","348,787","(139,141)",,,"40,221","604,171",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0200,Schedule BA Part 1,5818,408.0,018820-AE-0,Perpet. Allianz SE Unsecured Perpet.,"45,019,800","46,710,891","45,009,348",,"(5,225)",,,,"511,626",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0201,Schedule BA Part 1,5818,421.6,,ASR Nederland NV Junior Subordinated Perpet.,"12,433,087","12,398,103","12,487,971",,"(12,110)",,,"66,995","149,609",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0202,Schedule BA Part 1,5818,436.6,AP4442-22-8,ASR Nederland NV Subordinated Perpet.,"9,762,142","9,796,523","9,866,303",,,,,"104,161","101,301",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0203,Schedule BA Part 1,5818,450.3,05254H-AA-2,Australia & New Zealand Bankin Junior Subordinated Perpet.,"12,700,000","12,628,464","12,564,401",,"(79,031)",,,,"417,371",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0204,Schedule BA Part 1,5818,465.2,BX0460-26-7,Aviva PLC Junior Subordinated Perpet.,"72,481,500","83,974,473","77,294,980",,,,,"4,813,480","3,872,069",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0205,Schedule BA Part 1,5818,479.9,,Aviva PLC Junior Subordinated Perpet.,"6,249,115","6,314,259","6,314,259","28,256",,,,"36,888","103,497",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0206,Schedule BA Part 1,5818,488.0,,AXA SA AXA SA Perpet.,"52,578,691","59,606,867","56,033,939",,"(33,889)",,,"3,489,138","2,508,187",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0207,Schedule BA Part 1,5818,501.6,,Banco de Sabadell SA Junior Subordinated Perpet.,"14,057,091","14,277,305","14,155,526",,"(16,072)",,,"114,507","358,371",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0208,Schedule BA Part 1,5818,515.3,,Banco de Sabadell SA Junior Subordinated Perpet.,"39,808,852","39,787,999","39,787,999","(190,711)","(50,274)",,,"223,836","474,033",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0209,Schedule BA Part 1,5818,529.1,06368L-8V-1,Bank of Montreal Junior Subordinated,"139,093,750","142,996,929","139,070,728",,"(13,274)",,,,"2,152,297",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0210,Schedule BA Part 1,5818,537.2,06368L-Q5-8,Bank of Montreal Unsecured,"88,658,402","93,243,363","88,515,292",,"(65,051)",,,,"2,102,131",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0211,Schedule BA Part 1,5819,174.4,064159-8N-9,Bank of Nova Scotia/The Junior Subordinated,"30,500,000","29,560,664","30,500,000",,,,,,"306,544",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0212,Schedule BA Part 1,5819,188.1,064159-8S-8,Bank of Nova Scotia/The Junior Subordinated,"15,997,500","15,931,376","15,788,381",,"(175,334)",,,,"585,225",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0213,Schedule BA Part 1,5819,201.8,064159-8X-7,Bank of Nova Scotia/The Unsecured,"10,458,290","10,404,478","10,443,363",,"(4,214)",,,,"198,578",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0214,Schedule BA Part 1,5819,215.4,05565A-DW-0,BNP Paribas SA Junior Subordinated Perpet.,"4,499,375","4,917,093","4,499,375",,,,,,"128,125",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0215,Schedule BA Part 1,5819,229.1,05602X-DJ-4,BNP Paribas SA Junior Subordinated Perpet.,"98,646,192","106,559,278","98,646,192",,,,,,"2,192,060",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0216,Schedule BA Part 1,5819,242.7,,CaixaBank SA CAIXABANK SA Perpetual Perpet.,"57,641,592","57,746,255","57,579,592",,"(275,503)",,,"213,503","886,207",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0217,Schedule BA Part 1,5819,256.4,,CaixaBank SA Junior Subordinated Perpet.,"48,763,912","48,423,417","48,314,812","(107,084)","(510,169)",,,"168,153","1,284,209",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0218,Schedule BA Part 1,5819,270.2,BO8410-65-2,CNP Assurances SA Jr Subordinated Perpet.,"6,290,000","6,917,112","6,290,000",,,,,,"215,989",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0219,Schedule BA Part 1,5819,283.7,,Commerzbank AG Junior Subordinated Perpet.,"13,672,445","14,010,086","13,783,946",,,,,"111,501","307,813",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0220,Schedule BA Part 1,5819,297.5,N22616-HJ-3,Cooperatieve Rabobank UA Junior Subordinated Perpet.,"26,488,351","26,476,211","26,801,213",,"(6,779)",,,"330,102","292,860",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0221,Schedule BA Part 1,5819,311.1,,Cooperatieve Rabobank UA Junior Subordinated Perpet.,"6,169,881","6,149,972","6,171,218",,"(1,272)",,,"2,610","9,530",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0222,Schedule BA Part 1,5819,324.8,,Cooperatieve Rabobank UA Junior Subordinated Perpet.,"5,133,091","5,952,504","5,515,635",,,,,"382,544","203,812",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0223,Schedule BA Part 1,5819,338.4,,Credit Agricole SA CREDIT AGRICOLE SA Perpet.,"30,277,212","36,216,369","32,520,946",,,,,"2,243,734","1,474,965",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0224,Schedule BA Part 1,5819,352.2,F2276J-PP-4,Credit Agricole SA Junior Subordinated Perpet.,"5,976,874","5,630,266","5,962,767",,"(157,511)",,,"142,065","108,127",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0225,Schedule BA Part 1,5819,365.9,225313-AR-6,Credit Agricole SA Junior Subordinated Perpet.,"37,500,000","38,200,478","37,500,000",,,,,,"2,499,941",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0226,Schedule BA Part 1,5819,379.5,,Danske Bank A/S Junior Subordinated Perpet.,"14,049,860","14,207,828","14,049,860",,,,,,"259,802",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0227,Schedule BA Part 1,5819,393.2,,Danske Bank A/S Junior Subordinated Perpet.,"66,413,635","68,408,402","66,318,475",,"(77,731)",,,,"1,830,479",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0228,Schedule BA Part 1,5819,407.0,BS4777-87-3,Deutsche Bank AG Junior Subordinated Perpet.,"3,719,699","3,753,130","3,751,651",,,,,"31,952","28,499",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0229,Schedule BA Part 1,5819,420.5,,Deutsche Bank AG Junior Subordinated Perpet.,"15,534,116","15,475,136","15,397,381",,"(321,575)",,,"184,841","706,649",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0230,Schedule BA Part 1,5819,434.2,,DNB Bank ASA Junior Subordinated Perpet.,"48,250,275","49,520,151","48,124,495",,"(125,780)",,,,"1,751,383",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0231,Schedule BA Part 1,5819,448.0,456837-AR-4,ING Groep NV Junior Subordinated Perpet.,"54,663,477","54,960,237","54,626,213",,"(37,239)",,,,"1,366,798",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0232,Schedule BA Part 1,5819,461.7,456837-BT-9,ING Groep NV Junior Subordinated Perpet.,"92,057,000","95,375,190","92,036,556",,"(10,594)",,,,"1,020,475",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0233,Schedule BA Part 1,5819,475.2,,ING Groep NV Junior Subordinated Perpet.,"64,876,339","66,302,119","64,797,646",,"(81,659)",,,,"2,340,551",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0234,Schedule BA Part 1,5819,488.9,,ING Groep NV Junior Subordinated Perpet.,"62,388,949","63,521,188","61,934,278","(16,866)","(437,805)",,,,"3,279,928",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0235,Schedule BA Part 1,5819,502.7,G54404-AU-5,Legal & General Group PLC Junior Subordinated Perpet.,"27,804,836","31,761,677","29,470,622",,,,,"1,665,787","1,063,737",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0236,Schedule BA Part 1,5819,516.4,539439-BF-5,Lloyds Banking Group PLC Junior Subordinated Perpet.,"800,000","801,508","800,000",,,,,,"6,404",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0237,Schedule BA Part 1,5819,530.0,,Lloyds Banking Group PLC Junior Subordinated Perpet.,"18,686,076","18,981,457","18,981,457","185,078",,,,"110,303","302,149",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0238,Schedule BA Part 1,5820,174.4,53944Y-AV-5,Lloyds Banking Group PLC Junior Subordinated Perpet.,"12,494,477","12,484,157","12,494,477",,,,,,"69,973",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0239,Schedule BA Part 1,5820,188.0,,Lloyds Banking Group PLC Junior Subordinated Perpet.,"17,296,027","17,108,017","16,915,997",,"(148,000)",,,"(232,030)","700,990",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0240,Schedule BA Part 1,5820,201.8,53944Y-BB-8,Lloyds Banking Group PLC LLOYDS BANKING GROUP PLC Perpet.,"32,090,625","36,239,102","32,090,625",,,,,,"692,672",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0241,Schedule BA Part 1,5820,215.3,,Nationwide Building Society Junior Subordinated Perpet.,"26,868,685","27,029,601","27,029,601","(18,647)",,,,"179,563","208,620",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0242,Schedule BA Part 1,5820,229.1,639057-AT-5,NatWest Group PLC Junior Subordinated Perpet.,"6,245,304","6,283,190","6,245,304",,,,,,"49,218",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0243,Schedule BA Part 1,5820,242.8,639057-AQ-1,NatWest Group PLC Junior Subordinated Perpet.,"67,118,575","75,959,416","67,112,087",,"(6,691)",,,,"1,438,038",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0244,Schedule BA Part 1,5820,256.4,,NN Group NV Junior Subordinated Perpet.,"55,362,230","59,909,523","57,060,254",,"(2,682)",,,"1,700,705","1,726,026",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0245,Schedule BA Part 1,5820,264.4,,Perpet. NN Group NV NN GROUP NV Perpet.,"34,107,809","38,382,097","36,608,684",,"(49,600)",,,"2,550,475","1,606,116",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0246,Schedule BA Part 1,5820,278.2,65559C-AA-9,Nordea Bank Abp Jr Subordinated Perpet.,"36,402,942","36,619,850","36,238,225",,"(66,676)",,,,"964,912",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0247,Schedule BA Part 1,5820,291.9,65558R-AK-5,Nordea Bank Abp Junior Subordinated Perpet.,"30,000,000","30,626,004","30,000,000",,,,,,"1,890,000",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0248,Schedule BA Part 1,5820,305.4,,Nordea Bank Abp Junior Subordinated Perpet.,"25,312,500","25,683,153","25,301,371",,"(11,129)",,,,"250,074",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0249,Schedule BA Part 1,5820,319.2,G7091M-AA-7,Phoenix Group Holdings PLC Junior Subordinated Perpet.,"19,123,685","21,467,501","20,133,735",,,,,"1,010,050","464,105",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0250,Schedule BA Part 1,5820,332.8,,Phoenix Group Holdings PLC Junior Subordinated Perpet.,"13,521,730","13,909,342","13,415,135",,"(106,595)",,,,"752,686",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0251,Schedule BA Part 1,5820,346.5,,Rothesay Life PLC Junior Subordinated Perpet.,"24,000,000","24,022,805","24,000,000",,,,,,"130,667",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0252,Schedule BA Part 1,5820,360.3,780082-AT-0,Royal Bank of Canada Junior Subordinated,"16,750,000","16,319,734","16,750,000",,,,,,"369,673",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0253,Schedule BA Part 1,5820,374.0,780082-AY-9,Royal Bank of Canada Junior Subordinated,"26,734,079","26,720,354","26,733,856",,(127),,,,"236,152",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0254,Schedule BA Part 1,5820,387.6,780082-AV-5,Royal Bank of Canada Junior Subordinated,"149,588,663","154,569,946","149,557,452",,"(20,405)",,,,"2,280,136",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0255,Schedule BA Part 1,5820,401.3,780082-AR-4,Royal Bank of Canada Junior Subordinated,"117,934,779","122,781,031","117,558,317",,"(132,073)",,,,"2,606,004",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0256,Schedule BA Part 1,5820,414.9,,Skandinaviska Enskilda Banken Jr Subordinated Perpet.,"24,660,904","26,602,312","24,658,794",,"(9,708)",,,,"828,066",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0257,Schedule BA Part 1,5820,428.7,BW9249-93-7,Skandinaviska Enskilda Banken Jr Subordinated Perpet.,"6,310,856","6,361,520","6,272,926",,"(37,930)",,,,"120,200",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0258,Schedule BA Part 1,5820,442.2,,Swedbank AB Junior Subordinated Perpet.,"41,362,382","41,948,548","41,051,953",,"(310,429)",,,,"2,170,690",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0259,Schedule BA Part 1,5820,455.9,,Swedbank AB Junior Subordinated Perpet.,"101,927,830","107,809,329","101,581,293",,"(346,537)",,,,"5,684,829",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0260,Schedule BA Part 1,5820,469.7,89116C-KP-1,Toronto-Dominion Bank/The Junior Subordinated,"58,017,021","61,134,331","57,973,973",,"(21,039)",,,,"1,246,961",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0261,Schedule BA Part 1,5820,483.4,89117F-8Z-5,Toronto-Dominion Bank/The Junior Subordinated,"21,803,371","21,702,189","21,447,203",,"(76,437)",,,,"391,446",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0262,Schedule BA Part 1,5820,497.1,89116C-4H-7,Toronto-Dominion Bank/The TORONTO-DOMINION BANK,"35,026,569","35,522,386","35,027,139",,285,,,,"302,509",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0263,Schedule BA Part 1,5820,510.8,902613-AD-0,UBS Group AG Junior Subordinated Perpet.,"5,300,000","4,866,254","5,300,000",,,,,,"103,272",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0264,Schedule BA Part 1,5820,524.4,902613-BN-7,UBS Group AG Junior Subordinated Perpet.,"59,956,017","61,230,729","59,935,757",,"(8,380)",,,,"1,503,578",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0265,Schedule BA Part 1,5820,538.1,225401-BH-0,UBS Group AG Junior Subordinated Perpet.,"22,500,000","23,016,128","22,500,000",,,,,,"1,404,375",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0266,Schedule BA Part 1,5821,174.4,225401-BJ-6,UBS Group AG Junior Subordinated Perpet.,"17,437,000","17,925,403","17,437,000",,,,,,"1,065,258",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
