template_id,source_rank,company,ticker,sector,industry,primary_lane,lane_rank,matched_signal_categories,capital_flow_role,likely_funding_wrapper,source_availability,current_proof_level,denominator_need,next_document,safe_claim,do_not_claim,priority_status,packet_path,analysis_path
ACET-001-279,279,Cencora Inc.,COR,Healthcare,Drug Stores,acquisition_finance,,acquisition_finance; capital_intensity_and_capex,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-only,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Cencora Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Cencora Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/healthcare/drug-stores/cencora-inc/company-packet.md,
ACET-001-280,280,Elastic N V,,Technology,Application Software,power_grid_and_project_finance,,power_grid_and_project_finance; capital_intensity_and_capex,"power, grid, infrastructure, or project-finance demand candidate","utility debt/equity, rate-base recovery, project finance, customer contracts, public funding",packet-only,universe-radar,"MW/GW load, rate base, capex plan, approved projects, docket status, recovery mechanism","Extract capex plan, rate base, project backlog, financing plan, customer contracts, and regulatory recovery evidence.","Elastic N V is a power, grid, infrastructure, or project-finance demand candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Elastic N V's power_grid_and_project_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/application-software/elastic-n-v/company-packet.md,
ACET-001-281,281,Oracle Corporation,ORCL,Technology,Application Software,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Oracle Corporation is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Oracle Corporation's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/application-software/oracle-corporation/company-packet.md,
ACET-001-282,282,Alphabet Inc.,GOOGL,Technology,Internet Information Providers,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Alphabet Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Alphabet Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/internet-information-providers/alphabet-inc/company-packet.md,
ACET-001-283,283,The Trade Desk Inc.,,Technology,Internet Information Providers,power_grid_and_project_finance,,power_grid_and_project_finance; capital_intensity_and_capex,"power, grid, infrastructure, or project-finance demand candidate","utility debt/equity, rate-base recovery, project finance, customer contracts, public funding",packet-only,universe-radar,"MW/GW load, rate base, capex plan, approved projects, docket status, recovery mechanism","Extract capex plan, rate base, project backlog, financing plan, customer contracts, and regulatory recovery evidence.","The Trade Desk Inc. is a power, grid, infrastructure, or project-finance demand candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat The Trade Desk Inc.'s power_grid_and_project_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/internet-information-providers/the-trade-desk-inc/company-packet.md,
ACET-001-284,284,Nutrien,NTR,Basic Materials,Agricultural Chemicals,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Nutrien is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Nutrien's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/basic-materials/agricultural-chemicals/nutrien/company-packet.md,
ACET-001-285,285,Lyondellbasell Industries N.V.,LYB,Basic Materials,Chemicals Major Diversified,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Lyondellbasell Industries N.V. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Lyondellbasell Industries N.V.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/basic-materials/chemicals-major-diversified/lyondellbasell-industries-nv/company-packet.md,
ACET-001-286,286,Kinross Gold Corporation,KGC,Basic Materials,Gold,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Kinross Gold Corporation is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Kinross Gold Corporation's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/basic-materials/gold/kinross-gold-corporation/company-packet.md,
ACET-001-287,287,Eog Resources Inc.,EOG,Basic Materials,Independent Oil Gas,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Eog Resources Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Eog Resources Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/basic-materials/independent-oil-gas/eog-resources-inc/company-packet.md,
ACET-001-288,288,Hudbay Minerals Inc.,HBM,Basic Materials,Industrial Metals Minerals,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Hudbay Minerals Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Hudbay Minerals Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/basic-materials/industrial-metals-minerals/hudbay-minerals-inc/company-packet.md,
ACET-001-289,289,International Paper Co.,IP,Basic Materials,Paper Paper Products,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","International Paper Co. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat International Paper Co.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/basic-materials/paper-paper-products/international-paper-co/company-packet.md,
ACET-001-290,290,Cleveland Cliffs Inc.,CLF,Basic Materials,Steel Iron,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Cleveland Cliffs Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Cleveland Cliffs Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/basic-materials/steel-iron/cleveland-cliffs-inc/company-packet.md,
ACET-001-291,291,Levi Strauss Co.,LEVI,Consumer Goods,Apparel Stores,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Levi Strauss Co. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Levi Strauss Co.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/consumer-goods/apparel-stores/levi-strauss-co/company-packet.md,
ACET-001-292,292,The Clorox Company,CLX,Consumer Goods,Housewares Accessories,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","The Clorox Company is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat The Clorox Company's acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/consumer-goods/housewares-accessories/the-clorox-company/company-packet.md,
ACET-001-293,293,Ebay,EBAY,Consumer Goods,Internet Service Providers,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Ebay is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Ebay's acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/consumer-goods/internet-service-providers/ebay/company-packet.md,
ACET-001-294,294,Aptar Group Inc.,ATR,Consumer Goods,Packaging Containers,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Aptar Group Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Aptar Group Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/consumer-goods/packaging-containers/aptar-group-inc/company-packet.md,
ACET-001-295,295,Silgan Holdings Inc.,SLGN,Consumer Goods,Packaging Containers,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Silgan Holdings Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Silgan Holdings Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/consumer-goods/packaging-containers/silgan-holdings-inc/company-packet.md,
ACET-001-296,296,Pepsico Inc.,PEP,Consumer Goods,Processed Packaged Goods,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Pepsico Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Pepsico Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/consumer-goods/processed-packaged-goods/pepsico-inc/company-packet.md,
ACET-001-297,297,Mattel Inc.,`MAT`,Consumer Goods,Toys Games,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Mattel Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Mattel Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/consumer-goods/toys-games/mattel-inc/company-packet.md,
ACET-001-298,298,Permian Resources Corporation,PR,Energy,Independent Oil Gas,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Permian Resources Corporation is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Permian Resources Corporation's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/energy/independent-oil-gas/permian-resources-corporation/company-packet.md,
ACET-001-299,299,Technipfmc PLC,FTI,Energy,Oil Gas Equipment Services,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Technipfmc PLC is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Technipfmc PLC's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/energy/oil-gas-equipment-services/technipfmc-plc/company-packet.md,
ACET-001-300,300,Pembina Pipeline Corp.,PBA,Energy,Oil Gas Pipelines,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Pembina Pipeline Corp. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Pembina Pipeline Corp.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/energy/oil-gas-pipelines/pembina-pipeline-corp/company-packet.md,
ACET-001-301,301,Hca Healthcare Inc.,HCA,Healthcare,Medical Care Facilities,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Hca Healthcare Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Hca Healthcare Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/healthcare/medical-care-facilities/hca-healthcare-inc/company-packet.md,
ACET-001-302,302,Acco Brands,ACCO,Industrial Goods,Business Equipment,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Acco Brands is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Acco Brands's acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/industrial-goods/business-equipment/acco-brands/company-packet.md,
ACET-001-303,303,Lennar Corporation,LEN,Industrial Goods,Residential Construction,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Lennar Corporation is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Lennar Corporation's capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/industrial-goods/residential-construction/lennar-corporation/company-packet.md,
ACET-001-304,304,Host Hotels Resorts Inc.,`HST`,Real Estate,Reit Hotel Motel,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Host Hotels Resorts Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Host Hotels Resorts Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/real-estate/reit-hotel-motel/host-hotels-resorts-inc/company-packet.md,
ACET-001-305,305,Equinix Inc.,,Real Estate,Reit Specialty Real Estate,power_grid_and_project_finance,,power_grid_and_project_finance; capital_intensity_and_capex,"power, grid, infrastructure, or project-finance demand candidate","utility debt/equity, rate-base recovery, project finance, customer contracts, public funding",packet-only,universe-radar,"MW/GW load, rate base, capex plan, approved projects, docket status, recovery mechanism","Extract capex plan, rate base, project backlog, financing plan, customer contracts, and regulatory recovery evidence.","Equinix Inc. is a power, grid, infrastructure, or project-finance demand candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Equinix Inc.'s power_grid_and_project_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/real-estate/reit-specialty-real-estate/equinix-inc/company-packet.md,
ACET-001-306,306,Sun Country Airlines Holdings Inc.,SNCY,Services,Air Delivery Freight Services,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Sun Country Airlines Holdings Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Sun Country Airlines Holdings Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/services/air-delivery-freight-services/sun-country-airlines-holdings-inc/company-packet.md,
ACET-001-307,307,Sirius Xm Holdings Inc.,SIRI,Services,Broadcasting Radio,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Sirius Xm Holdings Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Sirius Xm Holdings Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/services/broadcasting-radio/sirius-xm-holdings-inc/company-packet.md,
ACET-001-308,308,Fox Corporation,FOXA / FOX,Services,Broadcasting Tv,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Fox Corporation is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Fox Corporation's acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/services/broadcasting-tv/fox-corporation/company-packet.md,
ACET-001-309,309,Cintas Corporation,CTAS,Services,Business Services,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Cintas Corporation is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Cintas Corporation's acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/services/business-services/cintas-corporation/company-packet.md,
ACET-001-310,310,Ulta Beauty Inc.,ULTA,Services,Specialty Retail Other,acquisition_finance,,acquisition_finance,acquisition-finance or consolidation candidate,"cash, stock, bridge loans, term loans, private credit, bank facilities, assumed debt",packet-and-source-pointers,universe-radar,"transaction value, funding mix, assumed debt, repayment, lender group, use-of-proceeds","Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.","Ulta Beauty Inc. is a acquisition-finance or consolidation candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Ulta Beauty Inc.'s acquisition_finance signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/services/specialty-retail-other/ulta-beauty-inc/company-packet.md,
ACET-001-311,311,Crowdstrike Holdings Inc.,CRWD,Technology,Application Software,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Crowdstrike Holdings Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Crowdstrike Holdings Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/application-software/crowdstrike-holdings-inc/company-packet.md,
ACET-001-312,312,Unity Software Inc.,`U`,Technology,Application Software,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Unity Software Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Unity Software Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/application-software/unity-software-inc/company-packet.md,
ACET-001-313,313,Motorola Solutions Inc.,MSI,Technology,Diversified Communication Services,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Motorola Solutions Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Motorola Solutions Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/diversified-communication-services/motorola-solutions-inc/company-packet.md,
ACET-001-314,314,Gartner Inc.,IT,Technology,Research Services,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-and-source-pointers,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Gartner Inc. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Gartner Inc.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",monitor,extracted/technology/research-services/gartner-inc/company-packet.md,
