inspection_row_id,rank,cusip,identifier_quality,match_status,issuer_or_description_sample,disposal_consideration_usd,year_end_book_value_usd,disposal_book_value_at_disposal_usd,disposal_realized_gain_loss_usd,disposal_interest_or_dividends_received_usd,first_disposal_date,last_disposal_date,top_purchaser_or_disposition_type,economic_disposition_class,router_or_counterparty_signal,candidate_tier,proof_upgrade_test,disproof_or_hold_test,safe_interpretation,boundary,next_action
CFAASCBCHI-072,72,91282C-LN-9,standard-cusip-like,holding-and-disposal-same-cusip-visible,United States Treasury Note/Bo US TREASURY N/B,108322678.000000,31022300.000000,107396920.000000,0.000000,3547291.000000,09/04/2025,09/04/2025,Citigroup,market-sale-or-counterparty-cash-candidate,Citigroup,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-073,73,61747Y-FU-4,standard-cusip-like,disposal-only-cusip-visible,Morgan Stanley Senior Unsecured 4.654% 10/18/30,107010680.000000,0.000000,104783310.000000,0.000000,1373757.000000,04/29/2025,04/29/2025,Various 09/12/2025 Morgan Stanley,market-sale-or-counterparty-cash-candidate,Morgan Stanley,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-074,74,46138G-50-8,standard-cusip-like,disposal-only-cusip-visible,Invesco Senior Loan ETF INVESCO SENIOR LOAN ETF,103074592.000000,0.000000,1991713.000000,0.000000,534064.000000,01/01/2025,04/09/2025,"Paydown 0 000 634,385 E15",principal-paydown-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-075,75,38147U-AE-7,standard-cusip-like,disposal-only-cusip-visible,Goldman Sachs BDC Inc Senior Unsecured 6.375% 03/11/27,102218813.000000,0.000000,99711361.000000,0.000000,3061837.000000,05/21/2025,05/21/2025,Various,market-sale-or-counterparty-cash-candidate,Goldman Sachs,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-076,76,09261H-BQ-9,standard-cusip-like,disposal-only-cusip-visible,Blackstone Private Credit Fund Senior Unsecured 5.250% 04/01/30,99012601.000000,0.000000,68742.000000,0.000000,3412500.000000,05/20/2025,05/20/2025,Tax Free Exchange,tax-free-exchange-hold,Blackstone,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-077,77,04020E-AH-0,standard-cusip-like,disposal-only-cusip-visible,Ares Strategic Income Fund Senior Unsecured 6.200% 03/21/32,98996071.000000,0.000000,98996071.000000,0.000000,36299.000000,03/27/2025,03/27/2025,Various 05/28/2025 Various,market-sale-or-counterparty-cash-candidate,Ares,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-078,78,829932-AC-6,standard-cusip-like,disposal-only-cusip-visible,Sixth Street Lending Partners Senior Unsecured 5.750% 01/15/30,98042660.000000,0.000000,0.000000,0.000000,1944906.000000,01/20/2025,01/20/2025,Tax Free Exchange,tax-free-exchange-hold,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-079,79,3140QP-AA-5,standard-cusip-like,disposal-only-cusip-visible,Fannie Mae Pool FN CB3600 3.500% 05/01/52,97002968.000000,0.000000,88805343.000000,0.000000,3415826.000000,11/01/2025,11/17/2025,Bank of America,market-sale-or-counterparty-cash-candidate,Bank of America,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-080,80,912810-TT-5,standard-cusip-like,disposal-only-cusip-visible,United States Treasury Note/Bo US TREASURY N/B 4.125% 08/15/53,95746570.000000,0.000000,95092269.000000,0.000000,4587912.000000,03/10/2025,09/18/2025,Goldman Sachs,market-sale-or-counterparty-cash-candidate,Goldman Sachs,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-081,81,912810-RS-9,standard-cusip-like,holding-and-disposal-same-cusip-visible,United States Treasury Note/Bo TREASURY BOND,95026703.000000,36016339.000000,94995509.000000,0.000000,27904.000000,11/17/2025,11/17/2025,WELLS FARGO SECURITIES 12/04/2025 ACRA RE 2A Surplus AAM,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-082,82,25255C-AA-0,standard-cusip-like,disposal-only-cusip-visible,Diameter Credit Funding III Lt DCF 2020-3A A 2.940% 10/25/38,93975143.000000,0.000000,97390496.000000,0.000000,2914888.000000,01/01/2025,10/15/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-083,83,381736-AG-2,standard-cusip-like,disposal-only-cusip-visible,Golub Capital Partners CLO 18 GOCAP 2014-18A CR2 7.008% 04/25/34,91000000.000000,0.000000,-363806.000000,0.000000,2826903.000000,03/20/2025,03/20/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-084,84,P4003#-AA-6,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,DSWS SPA Minera Los Pelambres,90800000.000000,283200000.000000,90800000.000000,0.000000,4172714.000000,02/10/2025,02/10/2025,PRIVATE 10/29/2025 AAIA PRT Ded ATT ACRA1 Mod AAM,direct-or-private-transfer-hold,no-major-router-label-detected,tier-2-same-cusip-noncash-or-transfer-hold,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion",hold unless direct/private transfer has cash settlement or sale evidence,"same-CUSIP bridge exists, but disposition label may represent exchange, withdrawal, or transfer rather than realized cash","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-085,85,03666H-AG-6,standard-cusip-like,holding-and-disposal-same-cusip-visible,Antares Holdings LP Senior Unsecured,90251598.000000,49920095.000000,89197151.000000,0.000000,3367387.000000,03/20/2025,07/01/2025,Barclays,market-sale-or-counterparty-cash-candidate,Ares; Barclays,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-086,86,38179R-AC-9,standard-cusip-like,disposal-only-cusip-visible,Golub Capital Private Credit F Senior Unsecured,89621282.000000,0.000000,89621282.000000,-680.000000,111444.000000,01/01/2025,03/10/2025,Paydown (680) 05/01/2030 E15,principal-paydown-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-087,87,78448T-AL-6,standard-cusip-like,holding-and-disposal-same-cusip-visible,SMBC Aviation Capital Finance Senior Unsecured,89345934.000000,9998232.000000,87362904.000000,0.000000,3203409.000000,06/24/2025,09/09/2025,Morgan Stanley,market-sale-or-counterparty-cash-candidate,Morgan Stanley,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-088,88,38141G-B2-9,standard-cusip-like,holding-and-disposal-same-cusip-visible,Goldman Sachs Group Inc/The Senior Unsecured,89277110.000000,20042621.000000,87437988.000000,0.000000,899416.000000,04/29/2025,04/29/2025,Various 09/09/2025 Morgan Stanley,market-sale-or-counterparty-cash-candidate,Goldman Sachs; Morgan Stanley,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-089,89,06055H-AH-6,standard-cusip-like,disposal-only-cusip-visible,Bank of America Corp Junior Subordinated 6.625% Perpet.,87673027.000000,0.000000,85048850.000000,0.000000,1197464.000000,04/24/2025,04/24/2025,Various 07/15/2025 Various,market-sale-or-counterparty-cash-candidate,Bank of America,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-090,90,91282C-LK-5,standard-cusip-like,holding-and-disposal-same-cusip-visible,United States Treasury Note/Bo US TREASURY N/B,85604389.000000,8055303.000000,85963423.000000,0.000000,3144301.000000,09/04/2025,09/04/2025,Citigroup,market-sale-or-counterparty-cash-candidate,Citigroup,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-091,91,46647P-DF-0,standard-cusip-like,disposal-only-cusip-visible,JPMorgan Chase & Co Senior Unsecured 4.565% 06/14/30,85402754.000000,0.000000,85125530.000000,0.000000,1290515.000000,04/29/2025,04/29/2025,Various 09/09/2025 Various,market-sale-or-counterparty-cash-candidate,JPMorgan,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-092,92,50249A-AM-5,standard-cusip-like,disposal-only-cusip-visible,LYB International Finance III Senior Unsecured 5.500% 03/01/34,84678656.000000,0.000000,84102218.000000,0.000000,4655909.000000,06/06/2025,10/01/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-093,93,P9790#-AA-2,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,Viettel Peru SAC Senior Secured,84055001.000000,37832944.000000,219334.000000,0.000000,3135330.000000,03/03/2025,09/03/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-094,94,38173M-AE-2,standard-cusip-like,holding-and-disposal-same-cusip-visible,Golub Capital BDC Inc Senior Unsecured,83479899.000000,74858583.000000,81854916.000000,0.000000,4667293.000000,02/07/2025,12/19/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-095,95,98389B-BB-5,standard-cusip-like,holding-and-disposal-same-cusip-visible,Xcel Energy Inc Senior Unsecured,83390647.000000,782057.000000,80835236.000000,0.000000,4502681.000000,10/08/2025,11/13/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-096,96,408203-AA-5,standard-cusip-like,holding-and-disposal-same-cusip-visible,"Hamlet Securitization Trust 20 HMLET 2020-CRE1 A . .......CF...... .. 1.A FE .. ............928,904,614 ..........928,904,614 ..........882,690,402",82289098.000000,928904614.000000,0.000000,0.000000,365237.000000,12/18/2025,12/18/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"reconcile paydown consideration to principal reduction, remaining year-end book value, and interest received","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-097,97,456837-BM-4,standard-cusip-like,holding-and-disposal-same-cusip-visible,ING Groep NV Senior Unsecured,80812920.000000,20000000.000000,80092686.000000,0.000000,2139679.000000,03/27/2025,03/27/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-098,98,G8867L-AB-7,standard-cusip-like,disposal-only-cusip-visible,Tiger Global Private Investmen A 6.580% 05/13/27,80800197.000000,0.000000,48498006.000000,0.000000,3630404.000000,06/18/2025,12/10/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-099,99,225313-AT-2,standard-cusip-like,disposal-only-cusip-visible,Credit Agricole SA Junior Subordinated 7.125% Perpet.,80200000.000000,0.000000,80000000.000000,0.000000,200000.000000,09/02/2025,09/02/2025,Credit Agricole CIB 09/04/2025 Deutsche Bank AG London,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-100,100,69120V-AZ-4,standard-cusip-like,holding-and-disposal-same-cusip-visible,Blue Owl Credit Income Corp Senior Unsecured,80053795.000000,169343975.000000,76955334.000000,0.000000,4520802.000000,04/29/2025,12/10/2025,Various,market-sale-or-counterparty-cash-candidate,Blue Owl,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
